artwork_title,description_text,index,metadata,url
"Garniture for Field and Foot Tourney at the Barriers, c. 1575","Chivalry—with its connotation of the knightly ideal—was intimately connected with the horse (cheval in French). A knight took care to protect his mount, on which he was dependent for the mobility and speed required in both attack and retreat. In Roman times, some heavy cavalry used armor made of iron or bronze scales to protect their horses. From the twelth century on, knights covered their steeds in bands of iron mail (a network of interlocking rings). By the fifteenth century, full-plate armors were not uncommon. This shaffron, or headpiece, is etched in gilt bands with decoration on a finely dotted ground. Riveted between the eyes is an elongated conical spike, perhaps inspired by the horn of the mythical unicorn. A manifestation of great power and wealth, the shaffron has been valued for centuries as an object of beauty, not just as a tool of warfare and sport.",1603.0,"Title
Garniture for Field and Foot Tourney at the Barriers
Origin
Milan
Date
Made 1560–1580
Medium
Steel with gilding, brass, and leather
Dimensions
H. 177.8 cm (70 in.)
Credit Line
George F. Harding Collection
Reference Number
1982.2102b-l",https://www.artic.edu/artworks/106187/garniture-for-field-and-foot-tourney-at-the-barriers
"Statue of Ptah-Sokar-Osiris, Ptolemaic Period (332–30 BC), Ancient Egyptian","This vibrantly painted statue represents the ancient Egyptian funerary deity Ptah-Sokar-Osiris. The god is depicted in the form of a mummy with red linen wrappings covered by an intricate net of multicolored beads. The statue would have been placed in the tomb of its owner, a woman named Ese-ir-di-es (“Isis is the one who gave her”). Columns of hieroglyphic text on the front and back state that she will be provided with the offerings necessary for her continued survival in the afterlife, including food and drink.",1607.0,"Culture
Ancient Egyptian
Title
Statue of Ptah-Sokar-Osiris
Origin
Egypt
Date
305 BC–30 BC
Medium
Wood, preparation layer, pigment, gold, and textile
Dimensions
62.9 × 12.7 × 27.3 cm (24 3/4 × 5 × 10 3/4 in.)
Credit Line
Gift of Phoenix Ancient Art, S.A.
Reference Number
2002.542",https://www.artic.edu/artworks/160171/statue-of-ptah-sokar-osiris
"Hydria (Water Jar), About 470/460 BC, Leningrad Painter","Created by an artist known as the Leningrad Painter, the front of this vessel shows a young couple embracing as three other young women look on. Intimate scenes of couples kissing are unusual in Greek art, especially for women of the Athenian upper class, indicating that the participants depicted here are probably courtesans known as hetairai.",1610.0,"Artist
Leningrad Painter
Title
Hydria (Water Jar)
Origin
Athens
Date
470 BC–460 BC
Medium
terracotta, decorated in the red-figure technique
Dimensions
42.4 × 37.6 × 31.8 cm (16 3/4 × 14 3/4 × 12 1/2 in.)
Credit Line
Gift of Martin A. Ryerson through The Antiquarian Society
Reference Number
1911.456",https://www.artic.edu/artworks/65202/hydria-water-jar
"Hydria (Water Jar), About 470/460 BC, Leningrad Painter","Under the foot is an incised letter - upsilon, lambda or gamma - presumably a very simple trader’s mark.",1610.0,"Artist
Leningrad Painter
Title
Hydria (Water Jar)
Origin
Athens
Date
470 BC–460 BC
Medium
terracotta, decorated in the red-figure technique
Dimensions
42.4 × 37.6 × 31.8 cm (16 3/4 × 14 3/4 × 12 1/2 in.)
Credit Line
Gift of Martin A. Ryerson through The Antiquarian Society
Reference Number
1911.456",https://www.artic.edu/artworks/65202/hydria-water-jar
"Departure of the Joads, from The Grapes of Wrath, 1939, Thomas Hart Benton","In 1939, Twentieth-Century Fox commissioned Benton to create six lithographs-with reproduction rights to a billboard-size reproduction-as a promotional ploy for its filming of John Steinbeck’s The Grapes of Wrath. One of these was the melancholy synopsis of destitute, migrant ""Okies"" from drought-stricken Oklahoma in The Departure of the Joads.",1613.0,"Artist
Thomas Hart Benton
Title
Departure of the Joads, from The Grapes of Wrath
Origin
United States
Date
1939
Medium
Lithograph on ivory wove paper
Dimensions
327 x 470 mm (image); 403 x 601 mm (sheet)
Credit Line
Restricted gift of Mrs. H. S. Perkins
Reference Number
1972.782",https://www.artic.edu/artworks/40135/departure-of-the-joads-from-the-grapes-of-wrath
"Friendship Quilt, 1842, Ella Maria Deacon","Inscribed with names and verses, the eighty-five unique squares of this quilt bear signs of friendship and community. Made in an era when communication and travel required significant time and effort, the quilt may have served as a farewell gift on the eve of the recipient’s marriage and ensuing move. In one square, an M. C. Coles simply wrote Remember me. In another, Martha Buzby composed a short poem: Oft in tender recollection / Call to mind thine absent friend / Cherish for her that affection / Which I trust will never end. These clever, succinctly rendered compositions add a metaphorical layer of coziness to the quilt and allowed Deacon to keep those dear always near.
—Making Memories: Quilts as Souvenirs, October 20, 2017-April 1, 2018",1617.0,"Artist
Ella Maria Deacon (Dedicated to/Inscribed to)
Title
Friendship Quilt
Origin
New Jersey
Date
Made 1842
Medium
Appliquéd and pieced quilt; dyed and printed plain weave cotton fabrics; ink inscriptions
Inscriptions
Inscriptions (right to left; column 1, bottom to top): (1) Martha Haines / Rancocas / N. Jersey; (2) Sarah A. Warner / 1842; (3) Ann Whoades / 1842; (4) Charles Kemble / Philadelphia; (5) Martha H. Coles / 1841; (6) Lydia R. Kemble / 1841; (7) Sarah Elizabet Horner / 1842; (column 2, top to bottom): (8) Elizabeth B. Deacon / 1842; (9) Mary Anna Deacon; (10) Anne Marie Coles / Gloucester; (11) 4 Mo 14th 1842 / Albert[a?] Haines; (12) H Middleton / 1842; (13) Samuel Wells / Rancocas / New Jersey / 1842; (column 3, bottom to top): (14) John S. Horner, Jr. / Springfield / N Jersey; (15) Memorys Tribute / S.A.H. Deacon / 1842; (16) This little emblem of ____ / IÕll give my youthful friend to thee / And often in some lonely hour / Use them and think on me / Lydia Ann Horner; (17) Oft in tender recollection / Call to mind thine absent friend / Cherish for her that affection / Which I trust will never end / Martha Buzby / 8 Mo. 20th 1841; (18) Sarah Foster / Mount Holly; (19) William Deacon; (20) S. W. Coles; (column 4, top to bottom): (21) Ann Reeves; (22) Wm. C. Snyder / April / 1842; (23) William D. Horner; (24) Lydia R. Deacon; (25) Sarah Ann Kemble; (26) Ann R. Coles; (column 5, bottom to top): (27a) Sweet dream that winds through yonder glade, / Apt emblem of a virtuous maid -- / Silent, and chaste she steals along, / Far from the worlds busy throng; (27b) With gentle yet prevailing forces / Intent upon her [siestinad?] course / Graceful and useful all she does, / Blessing and blissful whereÕer she goes.; (27c) Pure bosomed as that watery glass / And Heaven reflected in her face; (27d) Mount Holly / 1842; (28) Va____ Reeves / Mount Holly / 1842; (29) Susan B. Haines / Rancocas; (30) Caroline _. Horner; (31) Letitia B. Hale; (32) Ruth Anna Buzby / Rancocas; (33) Jemima R. Bullock / Mount Holly / 1842; (column 6, top to bottom): (34) Permelia Deacon; (35) William D. Coles; (36) Aunt Ann Reeves / Mount Holly / 1842; (37) Ella Maria / Acquaint thyself with / God if thou wouldst know / his works / Elizabeth Horner; (38) Hope Lelley[?]; (39) William G. Deacon / 1842; (column 7, bottom to top): (40) Acrostic on Ella Maria Deacon / Ella, may this to friendship devoted, / Live in thy album quilt, thoÕ little noted; / Let its some corner have near its compeers, / And there with them rest, through the long lapse of years. / Methinks as[?] thy eye, oÕer thy quilt warns with pleasure / Amid these mementoes, thouÕll hold them a treasure. / Remembering the donors as time wings apace / In his rapid flight onward D his unerring race; / And may we dear friend, while to us it is given; / Depend not on earth, but on Father in Heaven; / Every proper enjoyment Ôtis His to bestow / And great is His goodness to mortals below, / Calling us kindly, that when time is over, / Our home, if but faithful shall be on that shore / Nigh Him, in His glory, in bliss evermore. / Susan B.[?] Haines / Rancocas; (41) John Deacon / Mount Holly / N J / 1842; (42) Deborah D Coles / 1842 / Medford; (43) Mount Holly / R.A.H. Woolston; (44) Ella Maria Deacon / 1842; (45) Charles Deacon / Evesham; (46) Sarapta[?] Wills / Mount Holly / 1842; (column 8, top to bottom): (47) Hannah Ann Reeves; (48) Martha Deacon; (49) B_______ Chapman / Mount Holly / May 27 / 1842; (50) M A Buzby / 1841; (51) Rebecca D. Deacon; (52) Amos Buzby, Jr. / Rancocas / N J; (column 9, bottom to top): (53) Charles Henry[?] Deacon / Evesham; (54) Elizabeth C. Reeves; (55) Mary ___. Deacon / 1841; (56) Sarah B. Deacon / New Jersey / 1842; (57) Drucilla C. Morris; (58) Eliza C. Rogers / Mount Holly / 1842; (59) Abigail Deacon; (column 10, top to bottom): (60) Rebecca Coles; (61) Mary S Haines; (62) Louisa W Horner / AD 1841; (63) M C Coles / Remember me / 1841; (64) Emily C Coles / 1841; (65) Elias Buzby / 1842; (column 11, bottom to top): (66) 4 Mo 14th 1842 / Richard Buzby; (67) Abigail S. Coles / N. Jersey; (68) Elizabeth H. Burr; (69) Charles D. Kemble / Jobstown / 1842; (70) Anna W Coles / Medford 1842; (71) Elizabeth H.[?] Coles; (72) Patience S Buzby; (column 12, top to bottom): (73) Don't pout when you / see this but put it / in a corner and oblige. / Margaret Bullock / Mount Holly; (74) Hannah S. Horner / Jobstown; (75) Samuel J. Deacon / 1842; (76) John Stockton Turner / New Jersey; (77) Anna Bullock; (78) Benson[?] Kemble / 1841; (column 13, bottom to top): (79) Elizabeth Buzby / 1841; (80) Samuel T. Coles; (81) Clayton Rogers / Mount Holly; (82) Sarah Kemble; (83) This block my friend I give to the in token / of my regard / It is a smalle affare, but it is / all I have to give, and hope the will accept it, / and when the looks upon it, remember / Rebecca of Philadelphia / March 4, 1842; (84) Mary Jane Buzby / 1841; (85) Samuel H___ Horner / 1841
Dimensions
264.7 x 272.6 cm (104 1/8 x 107 3/8 in.)
Credit Line
Gift of Betsey Leeds Tait Puth
Reference Number
1978.923",https://www.artic.edu/artworks/54071/friendship-quilt
"Head of Medusa, c. 1801, Antonio Canova","The great Neoclassical sculptor Antonio Canova dominated the artistic scene in Rome at the turn of the 19th century. This bust represents a partial study for his marble statue Perseus Holding the Head of Medusa (1797–1801). The face of Medusa, a monster from Greek mythology, had the power to petrify anyone who beheld it. Canova expressed the horror of Medusa’s appearance and her death throes in this decapitated head. The sculptor initially modeled the work in clay, subsequently making a plaster mold of it. This preserved the freshness and spontaneity of the model while conveying a surface similar to the finished marble.",1621.0,"Artist
Antonio Canova
Title
Head of Medusa
Origin
Italy
Date
1796–1806
Medium
Plaster
Dimensions
H. 31 cm (12 .20 in.) (without socle); H. 52.25 cm (20.57 in.) (with socle)
Credit Line
Lacy Armour Endowment
Reference Number
2002.606",https://www.artic.edu/artworks/160236/head-of-medusa
"Max Herrmann-Neisse, 1913, Ludwig Meidner","Though perhaps best known for his visionary, apocalyptic landscapes, Ludwig Meidner, like many German Expressionists, used portraiture to explore the inner emotional life of his subjects. ""Do not be afraid of the face of a human being,"" Meidner once said. ""Don’t let your pen stop until the soul of that one opposite you is wedded to yours in a covenant of pathos."" In addition to making self-portraits, Meidner painted many of Berlin’s literati, including the Expressionist poet and theater critic Max Herrmann-Neisse. The artist used the thick paint, energetic brushwork, and distorted form characteristic of Expressionist painting to communicate his subject’s inner vitality and psychological life.",1629.0,"Artist
Ludwig Meidner
Title
Max Herrmann-Neisse
Origin
Germany
Date
1913
Medium
Oil on canvas
Inscriptions
Signed, u.l.: ""L Meidner/ Jan 1913""
Dimensions
35 1/4 × 29 3/4 in. (89.5 × 75.6 cm)
Credit Line
Gift of Mr. and Mrs. Harold X. Weinstein
Reference Number
1959.215",https://www.artic.edu/artworks/10170/max-herrmann-neisse
"Maggie’s Brain, 1995, Christopher Wool","Since the 1980s Christopher Wool has critically examined the complexities of abstraction and representation through the use of techniques, processes, images, and language taken from popular and vernacular culture. In his reconsideration of the process of painting, Wool has expanded upon the conventions of the medium, employing dripping, overpainting, and erasure with techniques associated with printing and language production, as well as silkscreen and spray paint. In Maggie’s Brain, the aluminum support is silkscreened, overpainted with white, silkscreened a second time, and then topped with an explosive, floral-like spray
in the center. Multiple references—from the allover compositions of Abstract Expressionism to the cool, silkscreened surfaces of Pop Art—reflect Wool’s engagement with the history of painting.",1631.0,"Artist
Christopher Wool
Title
Maggie's Brain
Origin
United States
Date
1995
Medium
Enamel on aluminum
Dimensions
274.3 × 182.9 cm (108 × 72 in.)
Credit Line
Gift of Society for Contemporary Art
Reference Number
1996.399",https://www.artic.edu/artworks/145289/maggie-s-brain
"Alabastron (Container for Scented Oil), about 500/480 BC, Ancient Greek","Vessels of this shape were made over the course of hundreds of years and from a variety of materials. The shape may have originated in Egypt and taken its name from the word alabaster, but it was readily replicated in other materials, including terracotta and glass. The broad rim functioned as an applicator for spreading its contents, usually precious oils or perfumes.",1634.0,"Culture
Ancient Greek
Title
Alabastron (Container for Scented Oil)
Origin
Athens
Date
500 BC–480 BC
Medium
terracotta, decorated in the black-figure on white ground technique
Dimensions
16.2 × 6 × 6 cm (6 3/8 × 2 3/8 × 2 3/8 in.)
Credit Line
Gift of Martin A. Ryerson through the Antiquarian Society
Reference Number
1907.11",https://www.artic.edu/artworks/87652/alabastron-container-for-scented-oil
