artwork_title,description_text,index,metadata,url
"Capture of the Tripoli by the Enterprise, 1806/12, Thomas Birch","At the turn of the 19th century, conflict arose between the United States of America and the North African Barbary State of Tripoli. President Thomas Jefferson refused to continue to pay tribute or ransom to Tripoli to prevent the pirating of American merchant ships sailing in the Mediterranean Sea. Jefferson dispatched the American ship Enterprise to the Tripolitan waters as a sign of resistance just as Tripoli increased its tribute demands and declared war against the United States. Thomas Birch, an early specialist in maritime painting, captured the battle between the Enterprise and a Tripolitan cruiser in the Mediterranean’s dark, violent waters. The break in the clouds sheds light on this conflict and illuminates Birch’s fine details and precise rendering of these ships.",1000.0,"Artist
Thomas Birch
Title
Capture of the Tripoli by the Enterprise
Origin
Philadelphia
Date
c. 1806–1812
Medium
Oil on canvas
Inscriptions
On back: ""Capture of the Corsair Tripoli by the / Enterprise under Sterrett and Porter / Off Malta August 1803 / T. Birch, Pinxit.""
Dimensions
45.1 × 65.1 cm (17 3/4 × 25 5/8 in.)
Credit Line
Through prior acquisition of the Charles H. and Mary F. S. Worcester Collection
Reference Number
1991.30",https://www.artic.edu/artworks/120163/capture-of-the-tripoli-by-the-enterprise
"Madawaska—Acadian Light-Heavy, 1940, Marsden Hartley","Late in life, Marsden Hartley returned to his native Maine and produced a series of heroic figure paintings.
Madawaska—Acadian Light-Heavy is one of several studies of athletes that he made for a gymnasium mural. Hartley particularly favored this model, a French-Canadian light heavyweight boxer. He explained, “I have for the first time since 1922 a real live model a magnificent young feller… . His body is so fine and dear I could work almost without end from him.” Hartley delighted in the boxer’s strong physique, exaggerating his anatomy and painting the background a deep red to heighten the impression of his vitality. Hartley’s figure paintings enjoyed great success. Critics in the early 1940s praised them for their depiction
of strong masculinity, willfully ignoring their controversial homoerotic undertones.",1001.0,"Artist
Marsden Hartley
Title
Madawaska—Acadian Light-Heavy
Origin
United States
Date
1940
Medium
Oil on hardboard
Inscriptions
Signed, inscribed, and dated verso: Madawaska--Acadian / Light-Heavy / Marsden Hartley / 1940.
Dimensions
101.6 × 76.2 cm (40 × 30 in.)
Credit Line
Bequest of A. James Speyer
Reference Number
1987.249",https://www.artic.edu/artworks/70028/madawaska-acadian-light-heavy
"Statuette of a Female Figure, Early Bronze Age, 2600/2400 BC, Ancient Greek","Cycladic sculpture is characterized by the abstract treatment of the human form. The vast majority of the white marble statuettes depict pregnant females, suggesting an association with fertility or regenerative forces. Although they are admired today for their stark simplicity, these statuettes once had hair, eyes, jewelry, or other ornaments added in red, blue, and black pigment, which has since faded.",1002.0,"Culture
Ancient Greek
Title
Statuette of a Female Figure
Origin
Kéa
Date
2600 BC–2400 BC
Medium
Marble
Dimensions
39.9 × 11.6 × 4.9 cm (15 11/16 × 4 9/16 × 1 15/16 in.)
Credit Line
Katherine K. Adler Memorial Fund
Reference Number
1978.115",https://www.artic.edu/artworks/52201/statuette-of-a-female-figure
"Adam and Eve, 1638, Rembrandt van Rijn","Rembrandt Harmensz. van Rijn’s etching of Adam and Eve, depicts the story of the first Man and Woman with descriptive, wiry lines that create an evocative atmosphere. Shown at the moment of temptation, the couple is surrounded by light that seems about to be blotted out by the dark tree branch and leering serpent (the devil) stretching ominously above them. With their fleshy bodies and ordinary faces (so far removed from Dürer’s idealized pair), Rembrandt’s Adam and Eve are easy to identify with; their confusion, temptation, and choice become ours.",1003.0,"Artist
Rembrandt van Rijn
Title
Adam and Eve
Origin
Holland
Date
1638
Medium
Etching on ivory laid paper
Inscriptions
Recto, in plate, lower center: ""Rembrandt f. 1638""
Dimensions
162 x 116 mm
Credit Line
Gift of Marjorie Blum Kovler Foundation Collection and the Harry and Maribel G. Blum Foundation Collection
Reference Number
1987.247",https://www.artic.edu/artworks/70019/adam-and-eve
"The Shoe Shop, c. 1911, Elizabeth Sparhawk-Jones","In 1911 the department store was a relatively new and important urban institution, and The Shoe Shop depicts the activities of female employees and their customers. Elizabeth Sparhawk-Jones rendered this modern subject in a rapid, painterly style, paying particular attention to effects of light and atmosphere. Her early work often represented women in the modern city: nursemaids at home, women strolling in the park, shoppers, and store clerks. Strongly influenced by artist William Merritt Chase, Sparhawk-Jones’s painting constitutes a highly personal vision that drew from both Realism and Impressionism.",1004.0,"Artist
Elizabeth Sparhawk-Jones
Title
The Shoe Shop
Origin
United States
Date
c. 1911
Medium
Oil on canvas
Inscriptions
Signed: l.r. Elizabeth Sparhawk-Jones
Dimensions
99.1 × 79.4 cm (39 × 33 1/4 in.)
Credit Line
The William Owen Goodman and Erna Sawyer Goodman Collection
Reference Number
1939.393",https://www.artic.edu/artworks/30732/the-shoe-shop
"Coat of Arms of Haarlem, end page to Counts and Countesses of Holland, Zeeland and West-Frisia, 1650, Cornelis Visscher","In this emblematic portrait of Haarlem, the view of the city in the background suggests the richness that has already graced the landscape. The palm, sword, stars, and crosses with which the cherubim cavort symbolize the city, and the requisite Latin poem by Peter Scriverius (himself depicted in 1923.1038) reinforces the fair citadel’s virtue and promise.",1007.0,"Artist
Cornelis Visscher
Title
Coat of Arms of Haarlem, end page to Counts and Countesses of Holland, Zeeland and West-Frisia
Origin
Holland
Date
1650
Medium
Etching and engraving on ivory laid paper
Credit Line
Gift of Horace S. Oakley
Reference Number
1923.1622",https://www.artic.edu/artworks/10793/coat-of-arms-of-haarlem-end-page-to-counts-and-countesses-of-holland-zeeland-and-west-frisia
"Mother and Child, c. 1906, Julius Gari Melchers","Inspired by contemporary Dutch painters of the Hague School, Gari Melchers, who settled in Holland after studying in Düsseldorf and Paris, specialized in naturalistic depictions of peasant life, including this sympathetic portrait of a young Dutch woman and her child. Melchers portrayed the pair with vivid intensity, contrasting the woman’s direct gaze with the charming appeal of the baby’s chubby face. In 1906 Melchers exhibited this painting at both the Paris Salon and the Art Institute.",1010.0,"Artist
Julius Gari Melchers
Title
Mother and Child
Origin
United States
Date
c. 1906
Medium
Oil on canvas
Inscriptions
Signed: G. Melchers
Dimensions
63.5 × 54.3 cm (25 × 21 3/8 in.)
Credit Line
Gift of James Deering
Reference Number
1925.704",https://www.artic.edu/artworks/86780/mother-and-child
"Head (Uhunmwun Elao), 18th/early 19th century, Edo","This brass head was commissioned by a newly crowned king for an altar commemorating a previous ruler, most likely the king’s father. Its shape imitates the regal coral-beaded collar and cap and served as the pedestal for a carved elephant tusk, the white color of which signaled the king’s divine and sacred nature. In Benin thought, the head is an important symbol of authority and power. Through this portrait a king channeled his deified ancestors to vitalize and protect his reign.",1011.0,"Culture
Edo
Title
Head (Uhunmwun Elao)
Origin
Nigeria
Date
Made 1701–1825
Medium
Brass
Dimensions
H. 32.4 cm (12 3/4 in.)
Credit Line
Major Acquisitions Centennial Endowment
Reference Number
2003.16",https://www.artic.edu/artworks/180750/head-uhunmwun-elao
"Approaching Storm, 1864, Eugène Louis Boudin","This painting by Eugène Boudin, a Norman painter and Claude Monet’s teacher, exemplifies the artist’s signature style and subject matter in the 1860s. Monet would later follow Boudin’s practice of painting in the open air, the technique that gave this image of a beach for middle-class vacationers its vivid spontaneity and atmospheric light. This practice would be particularly important for Monet and his contemporaries, who came to be known as the Impressionists.",1014.0,"Artist
Eugène Louis Boudin
Title
Approaching Storm
Origin
France
Date
1864
Medium
Oil on cradled panel
Inscriptions
Inscribed at lower right: E. Boudin 1864
Dimensions
14 3/8 × 22 1/2 in. (36.3 × 57.9 cm)
Credit Line
Mr. and Mrs. Lewis Larned Coburn Memorial Collection
Reference Number
1938.1276",https://www.artic.edu/artworks/27764/approaching-storm
"Approaching Storm, 1864, Eugène Louis Boudin","Eugène-Louis Boudin painted many beach scenes at the fashionable tourist spots of Trouville and Deauville in Normandy. In them we see the life of the Paris boulevards translated to the seashore. Bathing attire being still relatively rare, people wore the same clothes at the beach as they did in the city and made the same round of promenades, visits, and dinners. The huts on wheels are portable changing machines that were pulled into the water so that bathers could change without fear of exposure.",1014.0,"Artist
Eugène Louis Boudin
Title
Approaching Storm
Origin
France
Date
1864
Medium
Oil on cradled panel
Inscriptions
Inscribed at lower right: E. Boudin 1864
Dimensions
14 3/8 × 22 1/2 in. (36.3 × 57.9 cm)
Credit Line
Mr. and Mrs. Lewis Larned Coburn Memorial Collection
Reference Number
1938.1276",https://www.artic.edu/artworks/27764/approaching-storm
