artwork_title,description_text,index,metadata,url
"Clock, 1928/29, Paul Theodore Frankl","In addition to skyscraper-inspired furniture such as the Art Institute’s tall, stepped cabinet (see 1998.567), Paul Frankl designed small objects intended to be strategically placed throughout the home in order to create unified, modern interiors. This electric clock was heralded as thoroughly modern, both inside and out. Not only was it featured as an exemplary modern decorative object in contemporary publications, it was also advertised as affordable and “nontarnishable” in order to appeal to a wide consumer base.",5604.0,"Artist
Paul Theodore Frankl
Title
Clock
Origin
Massachusetts
Date
c. 1928–1929
Medium
Bakelite, brush-burnished silver, chrome, and enamel
Dimensions
19.4 × 12.9 × 9.5 cm (7 5/8 × 5 1/16 × 3 3/4 in.)
Credit Line
Gift of Susan and Jerome Kahn through the Antiquarian Society
Reference Number
2000.129",https://www.artic.edu/artworks/154490/clock
"Urizen, 1794, William Blake","Although produced as an independent work, this unique hand-colored print is based on one of Blake’s plates from The Book of Urizen (published 1794), among the artist’s most complex printed books. In it, Blake’s invented mythology describes Urizen as “Creator of Men,” a god of immense power who invented a repressive web of laws and religion based on reason. For Blake, Urizen’s laws limited energy and crushed the imagination.
Here, Blake depicts Urizen as a bearded old man crouching beneath a large rock, adhering closely to the following verses from The Book of Urizen: “And a roof, vast petrific around, / On all sides He fram’d: like a womb.”",5605.0,"Artist
William Blake
Title
Urizen
Origin
England
Date
1794
Medium
Monotype, with pen and brown and gray inks and watercolor, on cream wove paper
Dimensions
170 × 127 mm
Credit Line
Gift of Dorothy Braude Edinburg to the Harry B. and Bessie K. Braude Memorial Collection
Reference Number
2012.74",https://www.artic.edu/artworks/151451/urizen
"Granary (Cang), Eastern Han dynasty (A.D. 25–220)","As burial practices filtered down from the Han aristocracy to officials and landowners, tomb models related to farming, an honored occupation, became increasingly popular. The granary, used to store millet, barley, and wheat, was depicted either as a jar or as a small building. The two-story granary found in southern Chinese tombs of the Western Han dynasty (206 B.C.-A.D. 9) was a wood or ceramic model elevated on stilts. By the Eastern Han dynasty, this rectangular structure had spread to northern China and was raised on legs that were formed as crouching bears, a convention common to Han art. The inscription painted on the door of this granary states that it was made for the tomb of a local official.",5606.0,"Title
Granary (Cang)
Origin
China
Date
25 AD–220 AD
Medium
Brick-red earthenware with green lead glaze, carved and molded decoration
Dimensions
39.5 × 24.0 × 21.5 cm (15 9/16 × 9 7/16 × 8 7/16 in.)
Credit Line
Lucy Maud Buckingham Collection
Reference Number
1924.238",https://www.artic.edu/artworks/12065/granary-cang
"Figure of a Woman in Ceremonial Dress, A.D. 700/900, Veracruz, Classic","In the afterlife, it was the role of deceased noble ancestors to communicate with the deified forces of nature on behalf of their people. Presented as offerings at ancestral shrines, mold-made figures of this kind were sometimes reshaped while the clay was still moist to give them more individualized facial features.",5607.0,"Culture
Veracruz, Classic
Title
Figure of a Woman in Ceremonial Dress
Origin
Southern Veracruz
Date
700 AD–900 AD
Medium
Ceramic
Dimensions
H. 35.6 cm (14 in.)
Credit Line
Harold L. Stuart Fund
Reference Number
1989.5",https://www.artic.edu/artworks/110317/figure-of-a-woman-in-ceremonial-dress
"Raped, c. 1908, Käthe Kollwitz","The intimate dramas playing out in this gallery draw their emotional power from the vulnerability of the exposed human form. Featured in these voyeuristic prints and drawings are private scenes of tragedy, tenderness, and horror, as artists intruded upon such previously forbidden settings as the bedroom, the deathbed, and the crime scene. While Félix Vallotton’s Intimacy woodcuts address the theme of undressing, with John Sloan’s playful Turning Out the Light and Gustav Klimt’s Seated Woman verging into the erotic, other images depict serious illnesses and the deaths of family members, especially children, which were commonplace events throughout the 19th century.",5614.0,"Artist
Käthe Kollwitz
Title
Raped
Origin
Germany
Date
1903–1913
Medium
Etching and soft ground and roulette in dark brown, with scraping and touches of black wash, on cream wove paper
Dimensions
305 x 522 mm (image/plate); 449 x 628 mm (sheet)
Credit Line
Print Sales Miscellaneous Fund
Reference Number
1946.283
Copyright
© 2018 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn",https://www.artic.edu/artworks/55312/raped
"Raped, c. 1908, Käthe Kollwitz","Making an explicit connection between sex and death is Otto Dix’s Murder, which pairs a bloody corpse with two dogs in the act of copulation. The Northern European artists Käthe Kollwitz and Edvard Munch drew on personal experiences for their devastating images of loss, seen here in stark scenes of grief. Kollwitz and the caricaturist Honoré Daumier (in an unusually somber mood) used similar iconographies of partially exposed corpses to make political statements: Daumier criticized the contemporary French government’s excessive response to a lower class riot in his Rue Transnonian, while Kollwitz drew on her own socialist sympathies in evoking war horrors in Raped, part of her series about the disastrous 1525 German Peasants’ War. The scattered feet of the family members in Daumier’s Transnonian and the nearly invisible child’s head to the left of Kollwitz’s splayed female body remind the viewer of these scenes’ universal themes.",5614.0,"Artist
Käthe Kollwitz
Title
Raped
Origin
Germany
Date
1903–1913
Medium
Etching and soft ground and roulette in dark brown, with scraping and touches of black wash, on cream wove paper
Dimensions
305 x 522 mm (image/plate); 449 x 628 mm (sheet)
Credit Line
Print Sales Miscellaneous Fund
Reference Number
1946.283
Copyright
© 2018 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn",https://www.artic.edu/artworks/55312/raped
"The Mill Pond, 1913, Gustave Baumann","The Mill Pond is one of Baumann’s most ambitious prints. After exhibiting a group of five-color woodblock prints— including Harden Hollow, on view nearby—at the Art Institute in January 1913, he decided to make a series of larger, six-color woodblocks, intending to have them hung in the classrooms of local schools. This work comes from the latter series. The plan of putting the prints in schools did not come to fruition, however, and Baumann took a brief hiatus from printmaking. His interest in the medium was later revived by his success at the Panama-Pacific International Exposition.",5616.0,"Artist
Gustave Baumann
Title
The Mill Pond
Origin
United States
Date
1913
Medium
Color woodcut on cream wove paper
Dimensions
630 x 864 mm (image/block); 659 x 899 mm (sheet)
Credit Line
The William Gold Hibbard Memorial
Reference Number
1923.978",https://www.artic.edu/artworks/9328/the-mill-pond
"Fashions, 1996, Charles Ray","Since the early 1970s, Los Angeles–based artist Charles Ray has produced sculptural works that disorient viewers and command space in unusual ways, exploring its aesthetic and psychological implications. Influenced in part by the simplicity, emotional blankness, and serial quality of Minimalism, Ray chooses subjects that may at first seem simple but, upon closer observation, reveal an ambitious combination of formalism and technical complexity. Viewers experience cognitive dissonance when encountering Ray’s works, which include life-size or larger than life-size mannequins and everyday objects. The artist’s hyperbolic presentation of the real, whether overexaggerated—or, as in Fashions, underexaggerated—turns the ordinary into the hallucinatory.
In this, his only completed film, Ray shows his friend and former student Frances Stark, now a noted artist, modeling one hundred original outfits while rotating slowly on a small platform that he controlled. Standing in contrapposto, Stark attempts to mimic both the stoic pose of a classical statue and the stiffness of a modern commercial mannequin. However, her clearly visible tattoo, uneven tan lines, and blinking eyes signal that she is real. Given Ray’s ongoing quest to at once objectify the living and animate the lifeless, Fashions is unusual in that humanity prevails.
As the title indicates, the focus is on the clothes, which Ray designed and then stapled or taped together. At the end of each rotation of the platform, the film cuts to a new ensemble, with absolutely no other action. As Ray described it, Stark becomes an “armature” on which to build his work, a means “to show off the labor.” Fashion is also used as a metaphor for identity; it can be interpreted differently depending on the beholder, fostering a false intimacy between the subject and viewer.
Fashions combines the ideas appearing in Ray’s previous work with mannequins; his photographic piece All My Clothes (1973); and the sculptural Tabletop (1989), in which a bowl, potted plant, and other objects rotate slowly on a table. According to the artist, Fashions also recalls his sculptural piece Puzzle Bottle (1973), for which he sealed a scaled-down figure of himself in a bottle, forming an abstract space that exists outside of time. A film installation that should be viewed from beginning to end, Fashions is meant to be shown with a whirring, flickering 16mm film projector, a nearly outmoded format reminiscent of the ones used in Ray’s high school. The size, rotational speed, and mechanical movement of the film reel echoes that of Stark’s platform, collapsing the difference between the projector and the image it displays.",5617.0,"Artist
Charles Ray
Title
Fashions
Origin
United States
Date
1996
Medium
16mm color film, silent, projector, pedestal, and seating; 12:30 min. From an unnumbered edition of four
Credit Line
Pauline Palmer Prize Fund
Reference Number
2004.150",https://www.artic.edu/artworks/184098/fashions
"Vessel (Ukhamba), Late 20th century, Magwaza Family",Clusters of raised welts known as warts (amasumpa</em)) are among the most typical forms of Zulu pottery embellishment. The decoration may echo the scarification patterns that once adorned the bodies of Zulu women or the herds of cattle owned by a wealthy family. The Magwaza family of potters uses a unique means of producing the welts or bumps seen here: pushing them out from the inside of the container rather than applying clay to the exterior.,5618.0,"Artist
Magwaza Family
Culture
Northern Nguni
Title
Vessel (Ukhamba)
Places
South Africa (Object made in), Africa (Object made in), Province of KwaZulu-Natal (Object made in)
Date
1970-1999
Medium
Blackened terracotta
Dimensions
48.3 × 50.8 cm (19 × 20 in.)
Credit Line
Charles R. and Janice Feldstein Endowment
Reference Number
2003.78",https://www.artic.edu/artworks/180973/vessel-ukhamba
"Medusa, 1893, Jean Delville","A prolific writer, poet, and artist, Jean Delville was a leading figure of the Idealist branch of Belgian Symbolism, intent on painting visionary ideas instead of images inspired by the real world. According to Greek mythology, the wrathful Athena turned Medusa’s hair into snakes and made it so her hideous face transformed those who looked at it to stone. Delville used this haunting depiction of the seductress to explore the expressive and decorative potential of sinuous lines.",5628.0,"Artist
Jean Delville
Title
Medusa
Origin
Belgium
Date
Made 1893
Medium
Colored pencils and wax crayons, with pen and blue ink, brush and gold paint and blue gouache, over graphite, on yellow wove paper, laid down on white card (a modern mount)
Dimensions
238 × 445 mm
Credit Line
Regenstein Endowment Fund
Reference Number
2010.345",https://www.artic.edu/artworks/203868/medusa
