artwork_title,description_text,index,metadata,url
"The Engraver and the Etcher, 1643, Abraham Bosse","Abraham Bosse wrote the first important treatise on the art of etching in 1645. His highly influential publication urged etchers to aspire to the precision of engravers, rather than cultivating the peculiarities of the etched line, like Rembrandt. To achieve a swelling line akin to an engraving, bosse utilized an instrument called an ‘échoppe’, a beveled etching needle, which he could twist in the ground to create variable widths of etched line, similar to the work of Jacques Callot. In this print, the etcher is working easily on the left, while the engraver is struggling to incise his plate on the right.",7954.0,"Artist
Abraham Bosse
Title
The Engraver and the Etcher
Origin
France
Date
Made 1643
Medium
Etching on ivory laid paper
Dimensions
257 × 324 mm (plate); 275 × 340 mm (sheet)
Credit Line
John H. Wrenn Endowment
Reference Number
1950.1452",https://www.artic.edu/artworks/72665/the-engraver-and-the-etcher
"Sojo Henjo, twelfth poet in the series One Hundred Poems by One Hundred Poets Explained by the Nurse, c. 1835/36, Katsushika Hokusai","This is a scene based on the poet’s early career as a descendant of the imperial family and as a court minister, before the poet became a priest. The scene is springtime at court, where a young woman of nobility performs a dance (usually held in the fall) related to the success of the rice crop that was planted annually in the spring by the emperor. Later, of course, this poet became known as the first of the six Poetic Immortals, for his modern poems.",7972.0,"Artist
Katsushika Hokusai
Title
Sojo Henjo, twelfth poet in the series One Hundred Poems by One Hundred Poets Explained by the Nurse
Origin
Japan
Date
1830–1841
Medium
Color woodblock print; yoko oban
Dimensions
26.2 x 37.6 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1928.1093",https://www.artic.edu/artworks/89521/sojo-henjo-twelfth-poet-in-the-series-one-hundred-poems-by-one-hundred-poets-explained-by-the-nurse
"Youdue, c. 1966, Karl Wirsum","A 1961 graduate of SAIC, Wirsum was influenced both by the art of Picasso, the Surrealists, and Marcel Duchamp as well as the jazz and blues musicians he saw as an adolescent at the Maxwell Street Market. Wirsum incorporated his love of music into his art, using repetition, symmetry, and free association. Traveling in Mexico after graduating from SAIC, Wirsum found inspiration in contemporary Mexican ceramics, textiles, and folk art, as well as the ancient relics of the Aztec and Mayan cultures.",7974.0,"Artist
Karl Wirsum
Title
Youdue
Origin
United States
Date
1961–1968
Medium
Black and colored fiber-tipped pens and colored crayons, with brush and black ink, on white wove paper
Dimensions
353 × 277 mm
Credit Line
Restricted gift of Mr. and Mrs. Samuel W. Koffler
Reference Number
1968.178
Copyright
© Karl Wirsum.",https://www.artic.edu/artworks/29089/youdue
"Nude, 1962, Richard Diebenkorn","Richard Diebenkorn’s first serious effort at printmaking came in the early 1960s, while he was still working in a representational manner. In 1961 and early 1962 Diebenkorn, who lived in Berkeley, California, taught briefly at the University of California, Los Angeles. He did not have a place to paint in Los Angeles, and at the invitation of Wesley Chamberlin, a graduate assistant in etching at the school, and later a printer-fellow at the Tamarind Institute, Diebenkorn began to make simple drypoints and etchings, drawn from life.",7980.0,"Artist
Richard Diebenkorn
Title
Nude
Origin
United States
Date
Made 1962
Medium
Lithograph on cream wove paper
Dimensions
414 x 305 mm (image); 488 x 380 mm (sheet)
Credit Line
Gift of Burt Kleiner
Reference Number
1963.1442",https://www.artic.edu/artworks/117919/nude
"Nude, 1962, Richard Diebenkorn","At around the same time, Diebenkorn was invited to work on lithographs at Tamarind, where he produced three editions in June of 1961. He returned for an extended period in April and May, 1962, and produced several more lithographs that exemplify his keen awareness and appreciation of such European painter-printmaker masters as Edvard Munch, Henri Matisse, and Pablo Picasso.",7980.0,"Artist
Richard Diebenkorn
Title
Nude
Origin
United States
Date
Made 1962
Medium
Lithograph on cream wove paper
Dimensions
414 x 305 mm (image); 488 x 380 mm (sheet)
Credit Line
Gift of Burt Kleiner
Reference Number
1963.1442",https://www.artic.edu/artworks/117919/nude
"Nude, 1962, Richard Diebenkorn","After his return to Berkeley in 1962, Diebenkorn met and began a fortuitous relationship with the great master printer and publisher Kathan Brown, who was just starting her Crown Point Press, enabling him to continue his printmaking activities. These early activities formed the foundation of his life-long pursuit of printmaking as a serious adjunct to his work in painting and drawing.",7980.0,"Artist
Richard Diebenkorn
Title
Nude
Origin
United States
Date
Made 1962
Medium
Lithograph on cream wove paper
Dimensions
414 x 305 mm (image); 488 x 380 mm (sheet)
Credit Line
Gift of Burt Kleiner
Reference Number
1963.1442",https://www.artic.edu/artworks/117919/nude
"Ariwara no Narihira, from the series A True Mirror of Chinese and Japanese Poems, c. 1830, Katsushika Hokusai",This image appears to relate to a scene described in the ninety-fourth poem in the One Hundred Poems by One Hundred Poets series by Privy Councilor Masatsune; it is not clear why the poem has been attributed to the much more famous Narihira:,7982.0,"Artist
Katsushika Hokusai
Title
Ariwara no Narihira, from the series A True Mirror of Chinese and Japanese Poems
Origin
Japan
Date
1825–1835
Medium
Color woodblock print; nagaban
Dimensions
50.3 x 21.3 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1940.929",https://www.artic.edu/artworks/39290/ariwara-no-narihira-from-the-series-a-true-mirror-of-chinese-and-japanese-poems
"Model of a Grain Storehouse, Eastern Han dynasty (A.D. 25–220)","Burial models attest to the prevalence of multistoried buildings in early imperial China. This two-story structure, simply constructed of clay slabs, has a tile roof and an openwork balcony supported by brackets. Such realistic details are modified by imaginative ""squatting-bear"" feet. This model may depict a granary, or it may have been assembled with other clay structures to form a residential compound.",7985.0,"Title
Model of a Grain Storehouse
Origin
China
Date
25 AD–220 AD
Medium
Brick-red earthenware with green lead glaze
Dimensions
51.6 × 33.5 × 11.5 cm (20 5/16 × 13 3/16 × 4 1/2 in.)
Credit Line
Lucy Maud Buckingham Collection
Reference Number
1924.223",https://www.artic.edu/artworks/12013/model-of-a-grain-storehouse
"Fragment of a Stela Depicting Fowling in the Marshes, First Intermediate Period, Dynasty 10 (about 2186–2061 BC), Ancient Egyptian","This lively scene depicts two men hiding behind a reed blind and pulling closed a clap net to snare birds. Four birds, which have escaped the net, fly from the pond in which lotus flowers and lotus pads float. Below, Ipi (the tomb’s owner) surveys other activities on his estate. His name and titles are written in hieroglyphs over his head.",7987.0,"Culture
Ancient Egyptian
Title
Fragment of a Stela Depicting Fowling in the Marshes
Origin
Sakkara
Date
2186 BC–2061 BC
Medium
Limestone with traces of pigment
Dimensions
20.3 × 35.5 × 7.5 cm (8 × 14 × 3 in.)
Credit Line
W. Moses Willner Fund
Reference Number
1910.230",https://www.artic.edu/artworks/130065/fragment-of-a-stela-depicting-fowling-in-the-marshes
"Tannhäuser: Venusberg, 1876, Henri Fantin-Latour","Richard Wagner’s opera Tannhaüser was first interpreted by Henri Fantin-Latour in 1862. This second revised version of Venusberg was Fantin-Latour’s first attempt at transfer lithography, a printing method in which the artist’s drawing is transferred directly onto a lithographic stone. Here, Tannhaüser is depicted in Venus’s realm of sensual delights. Nymphs dance to the music of a flute player, and Venus reclines upon Tannhaüser’s lap, gazing passionately into his eyes.",7989.0,"Artist
Henri Fantin-Latour
Title
Tannhäuser: Venusberg
Origin
France
Date
Made 1876
Medium
Lithograph in black with scraping on stone on grayish-ivory chine laid down on thick ivory wove paper
Dimensions
409 × 502 mm (image); 410 × 505 mm (primary sheet); 498 × 598 mm (secondary sheet)
Credit Line
The Art Institute of Chicago
Reference Number
1927.2939",https://www.artic.edu/artworks/44015/tannhauser-venusberg
