artwork_title,description_text,index,metadata,url
"Reliquary Casket, c. 1200","This reliquary casket, with its vibrantly colored enamel fields, is typical of the objects created at the prolific workshops in and around Limoges, France, in the Middle Ages. By the end of the 12th century, opus lemovicense (Limoges work) had gained an international reputation, and documentary sources indicate that ornamentation with enamel was considered as precious as that with gemstones. Six figures of saints appear on the front panels of the casket, while a single saint is shown standing on each end panel. This decidedly nonspecific iconography would have made the casket appropriate for any number of churches and allowed it to house the relics of virtually any saint.",1502.0,"Title
Reliquary Casket
Origin
Limoges
Date
1190–1210
Medium
Gilt copper, champlevé enamel over wood core
Dimensions
15.6 × 13.3 × 6.8 cm (6 1/8 × 5 1/4 × 2 11/16 in.)
Credit Line
Kate S. Buckingham Endowment
Reference Number
1943.72",https://www.artic.edu/artworks/46253/reliquary-casket
"Helmet Mask (Bwoom), Late 19th/mid–20th century, Kuba","Embellished with cowrie shells, beads, seed pods, copper sheeting, goatskin, and hair, bwoom is one of three types of royal Kuba masks, all of which are treated as embodiments of nature spirits (mingesh). According to one local interpretation, the bwoom mask represents a prince who suffered from a neurological condition that caused his head to swell with accumulated fluid. Another says that bwoom is the image of one of the original Twa (Pygmy) inhabitants of the region. During performances the masks reenact episodes in the foundation of the kingdom.",1506.0,"Culture
Kuba
Title
Helmet Mask (Bwoom)
Origin
Democratic Republic of the Congo
Date
1875–1945
Medium
Wood, metal, glass beads, cowrie shells, fabric, pigment, seeds, thread, and leather
Dimensions
63.5 × 49.9 × 67.3 cm (25 × 18 1/2 × 26 1/2 in.)
Credit Line
Edward E. Ayer Endowment in memory of Charles L. Hutchinson
Reference Number
1982.1506",https://www.artic.edu/artworks/99540/helmet-mask-bwoom
"Midday Sorrow, 1932, Angel Planells","The Catalan artist Àngel Planells began training in 1917 to become an engraver, but after two and a half years, he turned his attention to painting. He was introduced to Surrealism through Salvador Dalí and René Magritte. In 1936 Planells exhibited three paintings, including Midday Sorrow, in the first International Surrealist Exhibition at the New Burlington Galleries in London, the foremost major exhibition to survey the history of the movement. The first owner of this painting was Roland Penrose, one of the primary organizers of the exhibition; an artist and poet, he was married to the Surrealist muse photographer Lee Miller and was a close friend of many Surrealist artists.",1507.0,"Artist
Angel Planells
Title
Midday Sorrow
Origin
Spain
Date
1932
Medium
Oil on canvas
Inscriptions
Signed, l.r.: ""Angel Planells""
Dimensions
39 3/4 × 37 3/8 in. (101 × 95 cm)
Credit Line
Block, Serlin and Saidenberg, and Twentieth-Century Purchase funds; through prior bequest of Clara S. Binswanger; through prior acquisitions of Chester Dale, Mr. and Mrs. Carter H. Harrison, Ella M. Schapper Memorial Fund, Joseph Winterbotham, and Charles H. and Mary F. S. Worcester Collection
Reference Number
1993.259",https://www.artic.edu/artworks/125663/midday-sorrow
"Chicago Stock Exchange Trading Room: Stencil, 1893/94, Adler & Sullivan, Architects","The Chicago Stock Exchange building was one of Dankmar Adler and Louis Sullivan’s most distinctive commercial projects. The centerpiece of this 13-story structure was the trading room—a dramatic, double-height space filled with Sullivan’s lush ornament and the multicolored, stenciled wall covering seen here. After an unsuccessful preservation battle in the late 1960s, the building was demolished, but the Art Institute was able to acquire the monumental entry arch, now located in a garden next to the Modern Wing.",1512.0,"Artist
Adler & Sullivan, Architects (Architect)
Title
Chicago Stock Exchange Trading Room: Stencil
Origin
United States
Date
Designed 1893–1894
Medium
Oil on canvas, mounted on panel
Dimensions
145.42 × 307.42 cm (57 1/4 × 121 in.)
Credit Line
Gift of Mr. & Mrs. Arthur D. Dubin
Reference Number
1971.747",https://www.artic.edu/artworks/37281/chicago-stock-exchange-trading-room-stencil
"In the Café, 1882/84, Fernand Lungren","In 1882 Fernand Lungren traveled to Paris, where he briefly attended classes at the Académie Julian before abandoning formal training in favor of direct observation of the city and its people. Here, a fashionably dressed woman sits alone and alert. Her presence is a sign of modern Paris’s changing social environment, in which café culture offered women new opportunities to participate in public leisure activities. Although Lungren employed a dense, hard-edged style, his interest in modern life and the effects of light (here both gas and electric lighting) was nevertheless indebted to French Impressionism.",1514.0,"Artist
Fernand Lungren
Title
In the Café
Origin
Paris
Date
c. 1882–1884
Medium
Oil on canvas
Inscriptions
Signed, lower left: ""Lungren""
Dimensions
79.7 × 104.8 cm (31 3/8 × 41 1/4 in.)
Credit Line
Charles H. and Mary F. S. Worcester Collection
Reference Number
1947.85",https://www.artic.edu/artworks/59908/in-the-cafe
"Poncho, 1300/1550, Chuquibamba","At least three weavers worked together to create this large textile. Their collaboration can be perceived in subtle vertical junctures in the threads, which appear at points throughout the gridded background. These lines divided their individual working areas. Ponchos were male garments, and this laboriously made example was likely a prestigious offering in the burial of an important man.",1518.0,"Culture
Chuquibamba
Title
Poncho
Origin
Peru
Date
Made 1300–1550
Medium
Camelid wool, single interlocking tapestry weave and five-color complementary weft weave with center band of complementary weft weave
Dimensions
199.4 x 257.5 cm (78 1/2 x 101 3/8 in.)
Credit Line
Ada Turnbull Hertle Endowment
Reference Number
1999.290",https://www.artic.edu/artworks/152015/poncho
"The Old Mill, 1849, George Inness","George Inness began painting landscapes during a period in which the public preferred depictions of the untamed American wilderness; throughout his career, however, he insisted upon the importance of the cultivated landscape as a subject for art. In this work, the brightly lit figures and mill contrast with the shadowy darkness of the trees, suggesting the potential for danger at the edge of the forest. The rundown mill represents a stable, settled area but also points to the changes brought about by industrialization. Inness thus created a contradictory view of rural life that celebrates its simplicity and safety while hinting at its decline.",1523.0,"Artist
George Inness
Title
The Old Mill
Origin
United States
Date
1849
Medium
Oil on canvas
Inscriptions
Signed, lower right: ""G. Inness 1849""
Dimensions
75.9 × 107 cm (29 7/8 × 42 1/8 in.)
Credit Line
The William Owen Goodman and Erna Sawyer Goodman Collection
Reference Number
1939.388",https://www.artic.edu/artworks/30701/the-old-mill
"Competition for the New Tribune Building, Chicago, Illinois, Elevation, 1922, Richard Yoshijiro Mine","The 1922 Chicago Tribune Tower competition is perhaps the most well-known contest in Chicago’s architectural history. The competition, which elicited 260 designs from firms around the world, proved to be an important international forum for attitudes about the prevailing aesthetic of the tall office building.
This Gothic-inspired entry by Japanese-born architect Richard Mine (1894-1981) received one of 50 honorable mentions in the competition. Mine, a recent graduate of the University of Illinois at Urbana-Champaign at the time of the competition, went on to work for companies and firms such as General Motors, Kraft Foods, and Holabird, Root and Burgee.",1530.0,"Artist
Richard Yoshijiro Mine (Architect)
Title
Competition for the New Tribune Building, Chicago, Illinois, Elevation
Origin
Michigan Avenue, 435 North
Date
Designed 1922
Medium
Ink, graphite, and wash on paper
Inscriptions
Signed and dated when given to Art Institute, 01/04/1979
Dimensions
140.3 x 59 cm (55 x 23 in.)
Credit Line
Gift of Richard Yoshijiro Mine
Reference Number
1988.408.5",https://www.artic.edu/artworks/72609/competition-for-the-new-tribune-building-chicago-illinois-elevation
"Fragment of a Stela (Commemorative Stone) of Neferhotep, New Kingdom, mid-Dynasty 19, about 1240/1195 BC, Ancient Egyptian","The man portrayed here, named Neferhotep, raises his hands in adoration of a god. He wears a white, closely pleated, linen garment and a wig made of small braids. Sources indicate that Neferhotep was a foreman of the workers who built the royal tombs in the Valley of the Kings at Thebes.",1534.0,"Culture
Ancient Egyptian
Title
Fragment of a Stela (Commemorative Stone) of Neferhotep
Origin
Egypt
Date
1239 BC–1194 BC
Medium
Limestone and pigment
Dimensions
38.5 × 23.75 × 5.75 cm (15 × 9 3/8 × 2 3/8 in.)
Credit Line
Lois H. Culver Fund
Reference Number
1924.579",https://www.artic.edu/artworks/12985/fragment-of-a-stela-commemorative-stone-of-neferhotep
"Cameo Portraying Emperor Claudius as Jupiter, Cameo: Roman, AD 41/54Mount: Italian, late 16th century, Ancient Roman","This exquisite cameo is thought to combine a portrait of the fourth Roman emperor, Claudius (r. AD 41–54), and the powerfully muscled body of Rome’s supreme deity, Jupiter. The figure is nude except for an aegis (protective garment) wrapped around his right thigh, modestly drawn across his body, and draped over his left arm. A laurel wreath is tied around his head. A long scepter rests against his left forearm, and he holds a thunderbolt in his right hand. An eagle watches him from the ground. The aegis, thunderbolt, and eagle are symbols of Jupiter; the scepter and laurel wreath are those of the imperial office. Conjoined, they identify the emperor as the father-god, Jupiter, the supreme deity of the Roman pantheon.",1536.0,"Culture
Ancient Roman
Title
Cameo Portraying Emperor Claudius as Jupiter
Origin
Italy
Date
41 AD–54 AD
Medium
Cameo: sardonyx Mount: gold, pearls, and enamel
Dimensions
7.6 × 5.7 × 0.8 cm (3 × 2 1/4 × 5/16 in.)
Credit Line
Gift of Marilynn B. Alsdorf
Reference Number
1991.375",https://www.artic.edu/artworks/111809/cameo-portraying-emperor-claudius-as-jupiter
