artwork_title,description_text,index,metadata,url
"Untitled, 1987, Louise Lawler","Since the early 1980s, Louise Lawler has photographed works of art installed in auction houses, corporate headquarters, galleries, museums, and private homes in order to demonstrate how an object’s display and contextualization can shape its meaning. The resulting images transcend pure documentation. Her appropriation of works in situ addresses the broader social and economic issues that structure modes of presentation. These early photographs, often displayed as a triptych, deal with the theme of monogramming and, by extension, personal vanity. Depicting a couch with a Lacoste emblem, Alligator draws our attention to the Donald Judd sculpture above it and the reflection of the artist in its surface. Untitled shows a Jasper Johns painting, visible through the clear glass of a vitrine that exhibits Robert Rauschenberg’s oddly titled Monogram (1955–59; Moderna Museet, Stockholm). Lastly, Monogram depicts Johns’s White Flag (1955; Metropolitan Museum of Art, New York) hanging over a bed with a duvet lavishly embroidered with the owner’s initials. This sequence shows that Lawler is constantly making connections between various categories of signs, curatorial concerns of private collectors and museums, and the questions raised by redisplaying these pieces as the subject matter of “original” works of art.",7850.0,"Artist
Louise Lawler
Title
Untitled
Origin
United States
Date
1987
Medium
Silver dye-bleach print; artist's proof, from an edition of five
Dimensions
99.7 x 70.5 cm (39 1/4 x 27 3/4 in.)
Credit Line
Through prior gift of Leo Guthman; through prior bequest of Marguerita S. Ritman
Reference Number
2006.172
Copyright
Courtesy of the Artist and Metro Pictures.",https://www.artic.edu/artworks/187167/untitled
"Headdress (Jagún Jagún), Mid–/late 19th century, Yoruba","This imposing sculptural headdress would have been worn in masquerades honoring Ogun, the Yoruba god of iron, warfare, and technology. It was also part of a shrine where offerings of yams were applied to its surface. Ogun is depicted as a warrior on horseback who carries a shield with four human heads, possibly slain enemies. The smaller figure playing a flute represents Eshu, the divine messenger and god of human destiny.",7851.0,"Culture
Yoruba
Title
Headdress (Jagún Jagún)
Origin
Nigeria
Date
1834–1900
Medium
Wood, iron, nails, fiber, and sacrificial materials
Dimensions
H. 111.8 cm (44 in.)
Credit Line
Gift of Richard Faletti, the Faletti Family Collection
Reference Number
2000.314",https://www.artic.edu/artworks/155956/headdress-jagun-jagun
"Charing Cross Bridge, London, 1901, Claude Monet","Beginning in September 1899, Claude Monet made almost one hundred paintings of the river Thames in London. These works show only three different views—Charing Cross Bridge and Waterloo Bridge, both painted from the Savoy Hotel; and the Houses of Parliament, painted from Saint Thomas’s Hospital. In the smoggy, industrial city, Monet challenged himself to capture effects of light seen through a dense atmospheric screen. Beyond the rectilinear skeleton of Charing Cross Bridge—reminiscent of bridges in Japanese prints, which the artist collected—rises the ghostlike silhouette of the Houses of Parliament.",7853.0,"Artist
Claude Monet
Title
Charing Cross Bridge, London
Origin
France
Date
1901
Medium
Oil on canvas
Inscriptions
Inscribed lower right: Claude Monet 1901
Dimensions
65 × 92.2 cm (25 5/8 × 36 5/16 in.)
Credit Line
Mr. and Mrs. Martin A. Ryerson Collection
Reference Number
1933.1150",https://www.artic.edu/artworks/16544/charing-cross-bridge-london
"The Flagellation, from The Small Passion, 1624/31, Jacques Callot","Jacques Callot’s etching series The Small Passion exemplifies the artist’s penchant for intimate detail. These prints highlight the ways he depicted space throughout a complete narrative. He framed each stage of the Passion of Christ with a different type of architectural or natural element. The porous boundaries of the exterior scenes allow visual movement by extending the view beyond the foreground figures, while the more rigorously contained interior scenes evoke a sense of finality. For example, Callot’s iconic image of the Last Supper takes place within an isolated triumphal arch that resembles an altar.",7862.0,"Artist
Jacques Callot
Title
The Flagellation, from The Small Passion
Origin
France
Date
1612–1635
Medium
Etching on ivory laid paper
Dimensions
77 × 57 mm
Credit Line
Gift of Mr. and Mrs. Potter Palmer, Jr.
Reference Number
1923.224",https://www.artic.edu/artworks/8183/the-flagellation-from-the-small-passion
"Female Figure, Early 20th century, Nyamwezi","The commanding size of this elongated figure differentiates it from other Nyamwezi figures in museum collections. It was made in seven pieces that can be assembled easily into an asymmetrical and off-balanced pose. Some hallmarks of Nyamwezi art are expressed in this sculpture, including unsettling references to crippling infirmity in the form of a goiter (an abnormal enlargement of the thyroid near the throat), awkwardly bent legs, knobby joints, and blocky feet.",7865.0,"Culture
Nyamwezi
Title
Female Figure
Origin
Tanzania
Date
1900–1950
Medium
Wood and metal
Dimensions
166.4 × 79.4 × 14 cm (65 1/2 × 31 1/4 × 5 1/2 in.)
Credit Line
Gift of Helen and Sam Zell
Reference Number
2012.496",https://www.artic.edu/artworks/203350/female-figure
"Plaque with the Crucifixion, 1200/10, Limoges Pottery and Porcelain Factories","This plaque was probably once part of a casket or tabernacle. It was produced by the specialized workshops for enamel objects in Limoges, France. Here Christ on the cross is flanked by the Virgin Mary and Saint John the Evangelist. The Christ’s central importance is signaled by his larger size and by the fact that his is the only figure fully modeled in the round rather than engraved into the copper support. The imagery on tabernacles that survive intact (notably in the Musée du Louvre, Paris, and the Metropolitan Museum of Art, New York) suggests that plaque would have originally been surmounted by another depicting the Ascension of Christ into heaven.",7869.0,"Artist
Limoges Pottery and Porcelain Factories (Maker)
Title
Plaque with the Crucifixion
Origin
Limoges
Date
1200–1250
Medium
Gilt copper, champlevé enamel
Dimensions
18.1 × 16.5 cm (7 1/8 × 6 1/2 in.)
Credit Line
Kate S. Buckingham Endowment
Reference Number
1943.79",https://www.artic.edu/artworks/46276/plaque-with-the-crucifixion
"Beach of Silenus, 1964, Bob Thompson","Robert Thompson appropriated compositions from Old European Masters, rearranging and integrating them with his own symbolic language and figural style. In his reconfiguration of established themes, he eliminated narrative content and instead created abstract patterns that loosely convey a feeling or an idea. The thick acrylic paint produces a dynamic, textured surface; flat, overlapping fields of color create linear and chromatic rhythms and planes advance and recede in space. Despite deriving inspiration from canonical works of art, Thompson’s improvisatoinsal working method demonstrates affinities with the post-bebop jazz of the 1960s.",7877.0,"Artist
Bob Thompson
Title
Beach of Silenus
Origin
United States
Date
Made 1964
Medium
Acrylic on cream wove paper with commercially printed text
Dimensions
261 x 276 mm
Credit Line
Gift of Lannan Foundation
Reference Number
1997.124",https://www.artic.edu/artworks/146898/beach-of-silenus
"The Vintage of the Grapes of the Vine, from the Blockbook Apocalypse, 1465–70","Blockbooks were hand-printed from wooden blocks with hand-carved text. This woodcut is the lower half of a page representing visions from the Book of Revelations. The upper half showed a grain harvest; this half demonstrates the production of wine. Both were highly symbolic substances for the sacrament of the Eucharist. This stencil-colored sheet is almost identical to other surviving impressions. Although part of a book, only one side was printed, due to high embossing created by the process. In this impression, an owner has used the verso as scrap paper, taking copious notes on Latin vocabulary starting with the letter c.",7890.0,"Title
The Vintage of the Grapes of the Vine, from the Blockbook Apocalypse
Origin
Germany
Date
1465–1470
Medium
Hand-colored woodcut on cream laid paper
Dimensions
129 × 198 mm (image)
Credit Line
Bequest of Mrs. Potter Palmer, Jr.
Reference Number
1956.806",https://www.artic.edu/artworks/3671/the-vintage-of-the-grapes-of-the-vine-from-the-blockbook-apocalypse
"Village Fete (Saint George’s Fair), from a Teniers series, c. 1710, David Teniers","This tapestry shows a group of peasants and townspeople dancing and partaking in a feast in front of houses and other buildings. A flag fluttering from the attic window of a tavern depicts Saint George, the patron saint of agricultural workers, an indication that the festivities are taking place on his saint’s day, April 23. Such portrayals of country life were extremely popular in 18th-century Europe. They are called Teniers, after the 17th-century Flemish artist David II Teniers, who was known as a painter of peasants and village feasts, and whose sympathetic depiction of rural life distinguished his work from traditional approaches to the genre. Archival evidence indicates that Teniers himself designed a tapestry set showing such scenes, and that this piece, Village Fete, forms part of this influential initial series. At least five other episodes comprise the set, including Milking Scene, Fish Quay, Gypsy Fortune-Teller, Hunters Resting, and Fruit and Vegetable Market.",7891.0,"Artist
David Teniers (Designer)
Title
Village Fete (Saint George's Fair), from a Teniers series
Origin
Brussels
Date
Made 1700–1720
Medium
Wool and silk, slit and double interlocking tapestry weave
Dimensions
449.6 × 320.7 cm (177 × 126 1/4 in.)
Credit Line
Gift of Marshall Field and Company
Reference Number
1952.1246",https://www.artic.edu/artworks/78972/village-fete-saint-george-s-fair-from-a-teniers-series
"Melpomene, plate seventeen from Apollo and the Muses, c. 1465, Master of the E-Series Tarocchi","The deck of fifty so-called Tarocchi are not tarots in the modern, fortune-telling sense, nor were they intended as playing cards. No cut-out impressions mounted for play are known, and they lack the suits and numbers of a regular deck. Instead, these delicately engraved didactic allegories are grouped in five numbered ranks describing the workings of the spheres of man, the muses, the liberal arts, the cosmos, and the heavens in order of increasing significance, and offer a didactic sequence to educate courtly youths or possibly university students, who could have used them as flashcards or a pamphlet.",7893.0,"Artist
Master of the E-Series Tarocchi
Title
Melpomene, plate seventeen from Apollo and the Muses
Origin
Italy
Date
1460–1470
Medium
Engraving on paper
Dimensions
179 x 100 mm (plate); 183 x 104 mm (sheet)
Credit Line
Gift of Mr. and Mrs. Potter Palmer, Jr.
Reference Number
1924.39.10",https://www.artic.edu/artworks/11463/melpomene-plate-seventeen-from-apollo-and-the-muses
