index,artwork_title,metadata,url
4950,"Portrait of Édouard Manet, 1867/1880, Henri Fantin-Latour","Artist
Henri Fantin-Latour
Title
Portrait of Édouard Manet
Origin
France
Date
1857–1880
Medium
Black crayon, with touches of charcoal, on cream wove paper
Inscriptions
Signed recto, lower left: ""A mon ami Manet, Fantin""; inscribed recto, lower right: ""A. Aristide Albert, son serviteur fidèle Léon Leenhoff""
Dimensions
399 × 311 mm
Credit Line
Clarence Buckingham Collection
Reference Number
1967.595",https://www.artic.edu/artworks/28170/portrait-of-edouard-manet
4951,"Approximately 17 of 41 Sperm Whales Which Beached and Subsequently Died, Florence, Oregon, June 1979, printed September 1986, Joel Sternfeld","Artist
Joel Sternfeld
Title
Approximately 17 of 41 Sperm Whales Which Beached and Subsequently Died, Florence, Oregon
Origin
United States
Date
Made 1979
Medium
Chromogenic print, from the series ""American Prospects""
Inscriptions
Unmarked recto; inscribed verso, lower left, in black ink: ""JS.004.11""; inscribed and signed verso, lower center, along bottom edge, in black ink: ""Approximately 17 of 41 Sperm Whales Which Beached and Subsequently Died, Florence, Oregon June 1979 N. June 1979 / P. September 1986 Joel Sternfeld""; inscribed verso, lower right, in graphite: ""E""
Dimensions
40.5 × 50.6 cm (image); 50.6 × 60.8 cm (paper)
Credit Line
Gift of Ralph and Nancy Segall
Reference Number
1995.357",https://www.artic.edu/artworks/143118/approximately-17-of-41-sperm-whales-which-beached-and-subsequently-died-florence-oregon
4952,"Close Helmet for the Tourney, 1600/10","Title
Close Helmet for the Tourney
Origin
Augsburg
Date
Made 1600–1610
Medium
Steel and leather
Dimensions
H. 33.8 cm (13 1/4 in.)
Credit Line
George F. Harding Collection
Reference Number
1982.2615",https://www.artic.edu/artworks/112088/close-helmet-for-the-tourney
4953,"Furisode, 18th century, late Edo period (1789–1868)","Title
Furisode
Origin
Japan
Date
1701–1800
Medium
Silk and gold-leaf-over-lacquered-paper strips, plain weave with supplementary patterning wefts bound on reverse face by secondary binding warps in plain interlacing; lined in red silk crepe (chirimen), plain weave; padded in silk, non-woven; dyed with safflower (beni)
Dimensions
192.9 × 124.9 cm (76 × 49 1/8 in.) Pattern repeat: 27.1 × 5.6 cm (10 5/8 × 2 1/8 in.) Shoulder to hem length: 101.3 cm (39 7/8 in.) Sleeve length: 91.7 cm (36 1/8 in.) Collar back to hem length: 10.1 cm (4 in.) Width at hem: 68.5 cm (27 in.) Width of sleeve panel: 30.3 cm (11 7/8 in.) Width of center front panel hem overlap: 13.3 cm (5 1/4 in.)
Credit Line
Gift of Professor S. Choyo through the Antiquarian Society
Reference Number
1894.1098",https://www.artic.edu/artworks/918/furisode
4954,"Three Beauties Chatting by a Veranda, About 1792, Katsukawa Shunsho","Artist
Katsukawa Shunsho
Title
Three Beauties Chatting by a Veranda
Origin
Japan
Date
Made 1790–1800
Medium
Hanging scroll; ink and colors on silk
Dimensions
89.4 x 34.6 cm (35 1/4 x 13 5/8 in.)
Credit Line
Oriental Art Restricted Fund
Reference Number
1960.65",https://www.artic.edu/artworks/11613/three-beauties-chatting-by-a-veranda
4955,"A Phantom Crumbles, 1927, Paul Klee","Artist
Paul Klee
Title
A Phantom Crumbles
Origin
Germany
Date
1927
Medium
Pen and black ink, with watercolor on cream laid paper, laid down on paperboard
Inscriptions
Signed lower left: ""Klee""
Dimensions
310 x 463 mm
Credit Line
Bequest of Katharine Kuh
Reference Number
1994.151
Copyright
© 2018 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn",https://www.artic.edu/artworks/129937/a-phantom-crumbles
4956,"Figure of a Seated Chieftain, 100 B.C./A.D. 250, Nayarit","Culture
Nayarit
Title
Figure of a Seated Chieftain
Origin
Nayarit
Date
100 BC–250 AD
Medium
Ceramic and pigment
Dimensions
71.8 × 33 cm (28 1/4 × 13 in.)
Credit Line
Ada Turnbull Hertle Endowment
Reference Number
1998.503",https://www.artic.edu/artworks/151359/figure-of-a-seated-chieftain
4957,"La Rue de la Vieille Lanterne: The Suicide of Gérard de Nerval, 1855, Gustave Doré","Artist
Gustave Doré
Title
La Rue de la Vieille Lanterne: The Suicide of Gérard de Nerval
Origin
France
Date
Made 1855
Medium
Lithograph in black on light gray China paper laid down on white wove paper
Dimensions
502 × 343 mm (image/chine); 576 × 400 mm (sheet)
Credit Line
Mary S. Adams Fund
Reference Number
1986.455",https://www.artic.edu/artworks/105494/la-rue-de-la-vieille-lanterne-the-suicide-of-gerard-de-nerval
4958,"Girl in Plumed Hat (Mlle Antoinette), 1919, Henri Matisse","Artist
Henri Matisse
Title
Girl in Plumed Hat (Mlle Antoinette)
Origin
France
Date
1919
Medium
Pen and black inks on cream wove paper
Inscriptions
Signed recto, lower right corner, in graphite: ""Henri-Matisse""
Dimensions
270 × 366 mm
Credit Line
Gift of the Arts Club of Chicago
Reference Number
1927.1616
Copyright
© 2018 Succession H. Matisse / Artists Rights Society (ARS), New York",https://www.artic.edu/artworks/41010/girl-in-plumed-hat-mlle-antoinette
4959,"Cerrillos, 1933/34, Bror Julius Olsson Nordfeldt","Artist
Bror Julius Olsson Nordfeldt
Title
Cerrillos
Origin
United States
Date
Made 1920–1939
Medium
Lithograph on off-white wove paper
Dimensions
251 x 329 mm (image); 353 x 425 mm (sheet)
Credit Line
Gift of the Public Works of Art Project, Region 13, through Gustave Baumann, Regional Director, Santa Fe, New Mexico
Reference Number
1934.291",https://www.artic.edu/artworks/19062/cerrillos
4960,"Arrival of the Korean Embassy in Edo, c. 1709, Torii Kiyonobu I","Artist
Torii Kiyonobu I
Title
Arrival of the Korean Embassy in Edo
Origin
Japan
Date
1704–1714
Medium
Woodblock print; oban sumizuri-e, 1 of 6 sheets from a 12-sheet composition (see 1925.2334a-f)
Dimensions
28 x 36.5 cm (11 1/24 x 14 3/8 in.)
Credit Line
Clarence Buckingham Collection
Reference Number
1925.2334a",https://www.artic.edu/artworks/21729/arrival-of-the-korean-embassy-in-edo
