index,artwork_title,metadata,url
450,"The Arch of Septimus Severus, 1820, Luigi Rossini","Artist
Luigi Rossini
Title
The Arch of Septimus Severus
Origin
Italy
Date
1820
Medium
Etching on off-white wove paper
Dimensions
460 × 641 mm (image); 467 × 652 mm (plate); 513 × 688 mm (sheet)
Credit Line
Elizabeth Hammond Stickney Collection
Reference Number
1887.256",https://www.artic.edu/artworks/23/the-arch-of-septimus-severus
451,"Anne of Austria, Queen of France, 1660, Robert Nanteuil","Artist
Robert Nanteuil
Title
Anne of Austria, Queen of France
Origin
France
Date
1660
Medium
Engraving on paper
Dimensions
327 × 250 mm (plate); 382 × 302 mm (sheet)
Credit Line
Elizabeth Hammond Stickney Collection
Reference Number
1887.393",https://www.artic.edu/artworks/56/anne-of-austria-queen-of-france
452,"Mower Honing a Scythe, 1878, Jules Bastien-Lepage","Artist
Jules Bastien-Lepage
Title
Mower Honing a Scythe
Origin
France
Date
1878
Medium
Etching on ivory China paper laid down on white wove paper (China paper collé)
Dimensions
197 × 258 mm (plate); 256 × 354 mm (sheet)
Credit Line
Elizabeth Hammond Stickney Collection
Reference Number
1887.374",https://www.artic.edu/artworks/48/mower-honing-a-scythe
453,"Orphrey Band, 1375/1400","Title
Orphrey Band
Origin
England
Date
Made 1375–1400
Medium
Linen, plain weave; underlaid with linen, plain weave; embroidered with gilt- and silvered-metal-strip-wrapped silk, linen and silk in knot, overcast, satin, split, and stem stitches; laid work, couching, and hemp, padded couching
Dimensions
110.6 × 18 cm (43 1/2 × 7 1/8 in.)
Credit Line
Gift of Martin A. Ryerson
Reference Number
1932.238a",https://www.artic.edu/artworks/11144/orphrey-band
454,"Statuette of a Seated Girl, 330/320 BC, Ancient Greek","Culture
Ancient Greek
Title
Statuette of a Seated Girl
Origin
Athens
Date
330 BC–320 BC
Medium
terracotta
Dimensions
10.5 × 5.2 × 6.2 cm (4 1/8 × 2 1/16 × 2 7/16 in.)
Credit Line
Museum Purchase Fund
Reference Number
1889.407",https://www.artic.edu/artworks/454/statuette-of-a-seated-girl
455,"Hyacinthe Rigaud, 1698, Gérard Edelinck","Artist
Gérard Edelinck
Title
Hyacinthe Rigaud
Origin
France
Date
1698
Medium
Engraving and etching on paper
Dimensions
479 × 361 mm (image); 481 × 367 mm (plate); 510 × 402 mm (sheet)
Credit Line
Elizabeth Hammond Stickney Collection
Reference Number
1888.58",https://www.artic.edu/artworks/110/hyacinthe-rigaud
456,"Ring with a Scarab Bezel, Middle Kingdom–Second Intermediate Period (about 1985–1550 BC), Ancient Egyptian","Culture
Ancient Egyptian
Title
Ring with a Scarab Bezel
Origin
Egypt
Date
1985 BC–1550 BC
Medium
Gold and green jasper
Dimensions
1.2 × 2.5 × 2.3 cm (1/2 × 1 × 7/8 in.)
Credit Line
Gift of Charles L. Hutchinson
Reference Number
1892.25",https://www.artic.edu/artworks/594/ring-with-a-scarab-bezel
457,"“- Here, Eudoxie, take my bear skin… since from now on I will not have the pleasure any more to wear it, I give it to you to make a muff out of it… This way I have at least the satisfaction of seeing it from time to time”, 1848, Honoré-Victorin Daumier","Artist
Honoré-Victorin Daumier
Title
“- Here, Eudoxie, take my bear skin... since from now on I will not have the pleasure any more to wear it, I give it to you to make a muff out of it... This way I have at least the satisfaction of seeing it from time to time”
Origin
France
Date
1848
Medium
Lithograph in black on white wove paper
Dimensions
248 × 213 mm (image); 355 × 276 mm (sheet)
Credit Line
John H. Wrenn Memorial Collection
Reference Number
1958.787",https://www.artic.edu/artworks/9484/here-eudoxie-take-my-bear-skin-since-from-now-on-i-will-not-have-the-pleasure-any-more-to-wear-it-i-give-it-to-you-to-make-a-muff-out-of-it-this-way-i-have-at-least-the-satisfaction-of-seeing-it-from-time-to-time
458,"Picture of Dorian Gray, 1943–44, Ivan Albright","Artist
Ivan Albright
Title
Picture of Dorian Gray
Origin
United States
Date
1943–1944
Medium
Oil on canvas
Inscriptions
Signed lower left: Ivan Le Lorraine Albright
Dimensions
215.9 × 106.7 cm (85 × 42 in.)
Credit Line
Gift of Ivan Albright
Reference Number
1977.21
Copyright
© The Art Institute of Chicago.",https://www.artic.edu/artworks/93798/picture-of-dorian-gray
459,"Daniel Mytens, 1630/45, Paul Pontius","Artist
Paul Pontius
Title
Daniel Mytens
Origin
Flanders
Date
1630–1645
Medium
Engraving in black on cream laid paper
Dimensions
249 × 185 mm (plate); 313 × 243 mm (sheet)
Credit Line
Gift of John E. Irwin
Reference Number
1887.708",https://www.artic.edu/artworks/95/daniel-mytens
