artwork_title,description_text,index,metadata,url
"Fireplace Surround, 1901, George Washington Maher","Prairie School architect George Washington Maher worked for Joseph Lyman Silsbee before striking out on his own. During this period Maher developed a system of design that he called the “motif rhythm theory,” in which he created a signature motif to harmonize the interior and exterior of a house through the repetition of decorative details based on local natural forms. He frequently collaborated with Louis J. Millet on his commissions, including the Patrick J. King House (1901), from which this fireplace surround came. This extraordinary object is composed of glass mosaics and features one of Maher’s most prominent motifs, the stylized thistle. It is delicately rendered in shades ranging from pale seafoam green to vibrant greens, blues, and yellows. The fireplace surround is an outstanding example of Millet’s exacting execution of Maher’s designs.",4401.0,"Artist
George Washington Maher
Title
Fireplace Surround
Origin
United States
Date
1901
Medium
Oak and glazed earthenware
Dimensions
Surround: 130.8 × 209.6 cm (51 1/2 × 82 1/2 in.); mosaic: 111.8 × 162.6 cm (44 × 64 in.); opening 76.2 × 90.2 cm (30 × 35 1/2 in.)
Credit Line
Gift of Alan Wanzenberg in memory of Jed Johnson
Reference Number
2011.105",https://www.artic.edu/artworks/208516/fireplace-surround
"Portrait of a Rabbit, 1867, Yabu Chosui","A large rabbit fills the entire surface of this print, indicating that it was created in the year of the rabbit. The curious, sacklike quality of the rabbit’s body is also a reference to the large white bag of Hotei, one of the gods of good fortune, who often appears on New Year visual art. The rabbit’s body is also rounded out to suggest a lopsided moon (the home of the rice-pounding rabbit), which is emphasized by its silvery outline. Finally, there is an allusion to the most common New Year symbol, the rising sun. Although the rising sun is usually represented as a luminous, round body against an orange sky, Yabu Chosui showed it as a rising lopsided rabbit against a flaming pink background.",4407.0,"Artist
Yabu Chosui
Title
Portrait of a Rabbit
Origin
Japan
Date
1867
Medium
Color woodblock print; surimono
Dimensions
24.9 x 18.3 cm
Credit Line
Charles H. Mitchell Collection unrestricted gift
Reference Number
1972.1434",https://www.artic.edu/artworks/42068/portrait-of-a-rabbit
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba","This mask would have been worn during the annual or biannual Egungun festival, performances and celebrations to honor lineage ancestors. In addition to their deployment during the annual festivals, Egungun masks can also be brought out at funerals for important lineage members or in times of crisis, when the guidance of the ancestors is sought. This mask depicts a figure wearing a pith helmet, a potent symbol of colonialism in Nigeria, even when worn by a non-European. The helmet is surmounted by several birds—one on the crest and five smaller ones encircling the rim—that symbolize the supernatural powers of women, sometimes understood as witchcraft. The lines incised across the cheeks, forehead, and outer corner of the eyelids represent scarification or identification marks, linking the mask to a specific lineage—perhaps that of the mask’s owner. The series of holes around the edge of the mask, through which a thin cord is interlaced, would have allowed the mask to be connected to the fabric costume worn during the ceremonies.",4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba","An Egungun festival includes a great many masks, each with a unique form and style. While there are many identifiable types of Egungun masks and costumes, there is also a great deal of creativity exercised in their making. Such individuality is also expressed by the personalized name that each mask is given by its owner.",4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba","The Yoruba word egungun can be translated as “powers concealed” and refers to any masked performer or masquerade. In this sense, the word elucidates a critical function of Yoruba masquerade, which is to cloak and contain otherworldly forces and to help make possible the vital interaction between humans, ancestors, and gods. Egungun is also the proper name of a masking tradition staged to honor ancestors and the newly deceased, those “Dwellers in Heaven” or “Beings from Beyond” that continue to influence the lives of their kin from orun, the otherworld.",4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba","The Egungun masquerade originated within the Yoruba kingdom of Oyo, perhaps as early as the 17th century, and spread to other corners of the Yoruba region over time. Today, many Yoruba communities have an Egungun society—made up of adult men and women who represent the community’s lineages—that plans the appearances of Egungun masqueraders at funerals, special family occasions, and yearly or biennial Egungun festivals. During these events costumed men move through the town embodying the presence of their ancestors while songs are sung in their praise and invocations are offered to them. Through rituals lasting several weeks, the masqueraders visit lineage compounds to bless or punish their descendants; even royalty must seek their favors in order to have a prosperous year. Though women and children participate by singing, dancing, and watching, they are kept at a safe distance from the masqueraders, whose actions are unpredictable.",4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba","Egungun masquerade costumes are commissioned and owned by men. The making of a costume involves close consultation with a tailor and sometimes a sculptor if a wooden mask or headdress is required. It also requires the assistance of a diviner, who can communicate with the spirit world; an herbalist, who makes packets of protective medicines that are attached to the costume; and the leader of the Egungun society, who performs rituals to sanctify the costume and selects the young man who will wear it while performing. Taking on the responsibility of owning a masquerade costume is demanding, but it also brings personal prestige and demonstrates a man’s commitment to his extended family, a commitment that is held in great esteem by the Yoruba.",4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Mask for Egungun (Ere Egungun), Late 19th century, Yoruba",–Permanent Collection Object Description,4411.0,"Culture
Yoruba
Title
Mask for Egungun (Ere Egungun)
Origin
Nigeria
Date
1875–1900
Medium
Wood and pigment
Dimensions
39.4 × 25.4 × 30.5 cm (15 1/2 × 10 × 12 in.)
Credit Line
Tillie C. Cohn Endowment Fund
Reference Number
1976.308",https://www.artic.edu/artworks/51194/mask-for-egungun-ere-egungun
"Architectural Fragment with Relief Carving, 5th–6th century AD, Ancient Egyptian","The shallow relief and energetic intertwining of plants and animals in this wooden beam are typical of Coptic art from Egypt at this time. The animated figures of a dog, a fox, and two rabbits are enclosed in medallions. The animals face each other in pairs, and the space around them is filled with floral designs. This fragment was once part of an architectural structure, most likely a door, a window, or the beam of a ceiling.",4412.0,"Culture
Ancient Egyptian
Title
Architectural Fragment with Relief Carving
Origin
Ancient Egypt
Date
401 AD–600 AD
Medium
Wood
Dimensions
16.5 × 64.5 × 4.5 cm (6 1/2 × 25 1/2 × 1 3/4 in.)
Credit Line
Orrin W. Potter Memorial Fund
Reference Number
1930.976",https://www.artic.edu/artworks/86646/architectural-fragment-with-relief-carving
"Georgia O’Keeffe, 1918, Alfred Stieglitz","For more on the Alfred Stieglitz collection at the Art Institute, along with in-depth object information, please visit the website: The Alfred Stieglitz Collection.",4427.0,"Artist
Alfred Stieglitz
Title
Georgia O'Keeffe
Origin
United States
Date
Made 1918
Medium
Palladium print
Inscriptions
Unmarked recto; inscribed verso, upper center, in graphite: ""W""; verso, center, in graphite: ""White""; verso, lower center, in graphite: ""H""; verso, lower right, diagonally, in graphite: ""Ch [?] / OK12A""
Dimensions
24.8 × 20 cm (image); 25.4 × 20.3 cm (paper)
Credit Line
Alfred Stieglitz Collection
Reference Number
1949.750",https://www.artic.edu/artworks/66453/georgia-o-keeffe
