index,artwork_title,metadata,url
1200,"The Entombment, 1485/90, possibly printed in the 18th century, School of Andrea Mantegna","Artist
School of Andrea Mantegna
Title
The Entombment
Origin
Italy
Date
1485–1490
Medium
Engraving on paper
Dimensions
495 × 371 mm
Credit Line
Bequest of Mrs. Potter Palmer, Jr.
Reference Number
1956.1023",https://www.artic.edu/artworks/4314/the-entombment
1201,"Self-Portrait, c. 1920, Archibald John Motley Jr.","Artist
Archibald John Motley Jr.
Title
Self-Portrait
Origin
United States
Date
c. 1920
Medium
Oil on canvas
Inscriptions
Signed u.l: ""A. J. MOTLEY JR.""
Dimensions
76.3 × 56 cm (30 1/8 × 22 1/8 in.)
Credit Line
Through prior acquisitions of Friends of American Art Collection; through prior bequest of Marguerita S. Ritman
Reference Number
1995.239
Copyright
© Valerie Gerrard Browne / Chicago History Museum / Bridgeman Images",https://www.artic.edu/artworks/140644/self-portrait
1202,"Nydia, The Blind Flower Girl of Pompeii, modeled 1855–56, carved 1858, Randolph Rogers","Artist
Randolph Rogers (Sculptor)
Title
Nydia, The Blind Flower Girl of Pompeii
Origin
Rome
Date
Modeled 1855–1856
Medium
Marble
Inscriptions
Inscribed on base: ""Rome 1858""
Dimensions
130.8 × 64.1 × 91.4 cm (51 1/2 × 25 1/4 × 36 in.)
Credit Line
Bequest of Mrs. Uri Balcom
Reference Number
1896.77",https://www.artic.edu/artworks/2446/nydia-the-blind-flower-girl-of-pompeii
1203,"Saint John the Baptist Pointing to Christ, c. 1655, Bartolomé Estéban Murillo","Artist
Bartolomé Estéban Murillo
Title
Saint John the Baptist Pointing to Christ
Origin
Spain
Date
1650–1660
Medium
Oil on canvas
Dimensions
106 3/8 × 72 5/8 in. (270.2 × 184.5 cm)
Credit Line
Louise B. and Frank H. Woods Purchase Fund
Reference Number
1960.2",https://www.artic.edu/artworks/11392/saint-john-the-baptist-pointing-to-christ
1204,"Untitled [Pebbles on Sand], 1940/62, Howard Dearstyne","Artist
Howard Dearstyne
Title
Untitled [Pebbles on Sand]
Origin
United States
Date
Made 1940–1962
Medium
Chromogenic print
Dimensions
23.5 × 34 cm (image); 25.5 × 35.3 cm (paper); 35.5 × 43.1 cm (mount)
Credit Line
Gift of Howard Dearstyne
Reference Number
1962.378",https://www.artic.edu/artworks/14478/untitled-pebbles-on-sand
1205,"It Was Yellow and Pink III, 1960, Georgia O’Keeffe","Artist
Georgia O'Keeffe
Title
It Was Yellow and Pink III
Origin
United States
Date
1960
Medium
Oil on canvas
Dimensions
101.6 × 76.2 cm (40 × 30 in.)
Credit Line
Alfred Stieglitz Collection, bequest of Georgia O'Keeffe
Reference Number
1987.250.2
Copyright
© The Art Institute of Chicago",https://www.artic.edu/artworks/70036/it-was-yellow-and-pink-iii
1206,"Family of Robot: Baby, 1986, Nam June Paik","Artist
Nam June Paik
Title
Family of Robot: Baby
Origin
Korea
Date
1986
Medium
Single-channel video sculpture: thirteen television monitors and aluminum armature; color, silent. Number nine of nine unique sculptures in series.
Dimensions
133.3 x 96.2 x 20.32 cm (52 1/2 x 37 7/8 x 8 in.)
Credit Line
Gift of Society for Contemporary Art
Reference Number
1992.283",https://www.artic.edu/artworks/117190/family-of-robot-baby
1207,"Bottle-Shaped Vase, Qing dynasty (1644–1911)","Title
Bottle-Shaped Vase
Origin
China
Date
1644–1911
Medium
Porcelain with ox blood (langyao) glaze
Dimensions
H. 26.6 cm (10 1/2 in.); diam. 16.1 cm (6 5/16 in.)
Credit Line
Lucy Maud Buckingham Collection
Reference Number
1925.1446",https://www.artic.edu/artworks/18467/bottle-shaped-vase
1208,"This, My Brother, 1942, Charles White","Artist
Charles White
Title
This, My Brother
Origin
United States
Date
1942
Medium
Oil on canvas
Inscriptions
Signed lower right: Charles White 42
Dimensions
61 × 91.4 cm (24 × 36 in.)
Credit Line
Pauline Palmer Prize Fund
Reference Number
1999.224
Copyright
© The Charles White Archives",https://www.artic.edu/artworks/152057/this-my-brother
1209,"The Ecstasy of Saint Francis, 1601, Giovanni Baglione","Artist
Giovanni Baglione
Title
The Ecstasy of Saint Francis
Origin
Italy
Date
1601
Medium
Oil on canvas
Dimensions
61 1/8 × 46 in. (155.3 × 116.8 cm)
Credit Line
Bequest of Suzette Morton Davidson
Reference Number
2002.378",https://www.artic.edu/artworks/160030/the-ecstasy-of-saint-francis
