index,artwork_title,metadata,url
8250,"The Jockey Going to the Post, 1899, Henri de Toulouse-Lautrec","Artist
Henri de Toulouse-Lautrec
Title
The Jockey Going to the Post
Origin
France
Date
1899
Medium
Color lithograph on ivory laid paper
Dimensions
435 × 294 mm (image); 462 × 317 mm (sheet)
Credit Line
William McCallin McKee Memorial Endowment
Reference Number
1930.135",https://www.artic.edu/artworks/4601/the-jockey-going-to-the-post
8251,"Self-Portrait, 1972, Thomas Hart Benton","Artist
Thomas Hart Benton
Title
Self-Portrait
Origin
United States
Date
1972
Medium
Lithograph on white wove paper
Dimensions
499 x 350 mm (image); 604 x 460 mm (sheet)
Credit Line
Gift of Bryan S. Reid, Jr.
Reference Number
1982.134",https://www.artic.edu/artworks/97058/self-portrait
8252,"Monsieur Tortoni, c. 1820, baron François Pascal Simon Gérard","Artist
baron François Pascal Simon Gérard
Title
Monsieur Tortoni
Origin
France
Date
1815–1825
Medium
Oil on canvas
Dimensions
38 × 28 3/4 in. (92 × 72.8 cm)
Credit Line
Mr. and Mrs. Lewis L. Coburn Fund
Reference Number
1961.886",https://www.artic.edu/artworks/87056/monsieur-tortoni
8253,"Alphonse Hirsch, February 20, 1875, Hilaire Germain Edgar Degas","Artist
Hilaire Germain Edgar Degas
Title
Alphonse Hirsch
Origin
France
Date
1875
Medium
Drypoint and aquatint in blue on oatmeal laid paper
Dimensions
112 × 60 mm (image/plate); 184 × 126 mm (sheet)
Credit Line
Gift of Dr. and Mrs. Martin L. Gecht
Reference Number
1983.282",https://www.artic.edu/artworks/100265/alphonse-hirsch
8254,"Umezawa Marsh in Sagami Province (Soshu Umezawa hidari), from the series “Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)”, c. 1830/33, Katsushika Hokusai","Artist
Katsushika Hokusai
Title
Umezawa Marsh in Sagami Province (Soshu Umezawa hidari), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""
Origin
Japan
Date
1825–1838
Medium
Color woodblock print; oban
Dimensions
25.7 x 37.8 cm (10 1/8 x 14 11/16 in.)
Credit Line
Clarence Buckingham Collection
Reference Number
1925.3234",https://www.artic.edu/artworks/24601/umezawa-marsh-in-sagami-province-soshu-umezawa-hidari-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
8255,"Landscape with Three Gabled Cottages Beside a Road, 1650, Rembrandt van Rijn","Artist
Rembrandt van Rijn
Title
Landscape with Three Gabled Cottages Beside a Road
Origin
Holland
Date
1650
Medium
Etching and drypoint in black on cream laid paper
Dimensions
161 x 205 mm (image/plate); 168 x 210 mm (sheet)
Credit Line
Clarence Buckingham Collection
Reference Number
1938.1774",https://www.artic.edu/artworks/29173/landscape-with-three-gabled-cottages-beside-a-road
8256,"Augustus John, Hampshire, England, 1958, printed August 1976, Irving Penn","Artist
Irving Penn
Title
Augustus John, Hampshire, England
Origin
United States
Date
Made 1958
Medium
Platinum-palladium print; edition 4/35
Inscriptions
Inscribed verso: “P747 [in a circle]”; inscribed verso: “AUGUSTUS JOHN”; inscribed verso: “4/35”; inscribed verso: “Platinum-palladium / Print made August 1976”; stamped verso: “Deacidified”; stamped and inscribed verso; “In addition to 25 prints of this / image in platinum metals, unnumbered, but signed, silver prints not exceeding 36 may exist.”; stamped and inscribed verso: “PHOTOGRAPH BY IRVING PENN / Copyright © 1961 by / THE CONDE NAST PUBLICATIONS INC. / Not to be reproduced without / written permission of the copyright owner.”; signed and stamped verso: “Irving Penn / Hand-coated by the photographer [n a circle].”
Dimensions
48.6 × 48 cm (image); 57.3 × 56.7 cm (paper)
Credit Line
Gift of Maxine and Larry Snider
Reference Number
2000.159
Copyright
Copyright The Irving Penn Foundation",https://www.artic.edu/artworks/154798/augustus-john-hampshire-england
8257,"Pair of Flintlock Pistols, 1700/30, J. J. Behr","Artist
J. J. Behr
Title
Pair of Flintlock Pistols
Origin
Germany
Date
1700–1730
Medium
Walnut, brass, and gold
Dimensions
L. 48.8 cm (19 1/4 in.) Barrel L. 33 cm (13 in.) Wt. 2 lb. 7 oz. Caliber .63
Credit Line
George F. Harding Collection
Reference Number
1982.2871a-b",https://www.artic.edu/artworks/116538/pair-of-flintlock-pistols
8258,"After the Bath II, 1891–92, Hilaire Germain Edgar Degas","Artist
Hilaire Germain Edgar Degas
Title
After the Bath II
Origin
France
Date
1891–1892
Medium
Lithograph in black on white wove paper
Dimensions
190 × 147 mm (image); 302 × 219 mm (sheet)
Credit Line
Bequest of Walter S. Brewster
Reference Number
1954.1102",https://www.artic.edu/artworks/82104/after-the-bath-ii
8259,"Outside of Haarlem, 1833, Jan Pieter Waterloo","Artist
Jan Pieter Waterloo
Title
Outside of Haarlem
Origin
Netherlands
Date
1833
Medium
Black chalk and brush and gray wash, with pen and brown ink, on ivory wove paper, tipped on cream laid card
Dimensions
300 × 368 mm
Credit Line
The Leonora Hall Gurley Memorial Collection
Reference Number
1922.3555",https://www.artic.edu/artworks/3356/outside-of-haarlem
