index,artwork_title,metadata,url
1100,"The Actor Segawa Kikunojo I as Hanjo in the play “Tsumagoi Sumidagawa,” performed at the Nakamura Theater in the third month, 1733, 1733, Torii Kiyomasu II","Artist
Torii Kiyomasu II
Title
The Actor Segawa Kikunojo I as Hanjo in the play ""Tsumagoi Sumidagawa,"" performed at the Nakamura Theater in the third month, 1733
Origin
Japan
Date
1733
Medium
Hand-colored woodblock print; hosoban, urushi-e
Dimensions
30.7 x 15.0 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1925.1786",https://www.artic.edu/artworks/19318/the-actor-segawa-kikunojo-i-as-hanjo-in-the-play-tsumagoi-sumidagawa-performed-at-the-nakamura-theater-in-the-third-month-1733
1101,"Seen in a Mirror (Self-Portrait), 1933, Herbert Crawford Williamson","Artist
Herbert Crawford Williamson
Title
Seen in a Mirror (Self-Portrait)
Origin
England
Date
1933
Medium
Lithograph on paper
Dimensions
420 × 350 mm
Credit Line
Gift of Earle Ludgin
Reference Number
1963.781",https://www.artic.edu/artworks/18575/seen-in-a-mirror-self-portrait
1102,"Sketch for The Revolt of Cairo, About 1810, Anne-Louis Girodet de Roussy-Trioson","Artist
Anne-Louis Girodet de Roussy-Trioson
Title
Sketch for The Revolt of Cairo
Origin
France
Date
1805–1815
Medium
Oil and ink on paper, laid down on canvas
Dimensions
12 1/8 × 17 3/4 in. (30.8 × 45.1 cm)
Credit Line
Restricted gift of Mrs. James W. Alsdorf; Bequest of Luella Thomas; Mr. and Mrs. Lewis Larned Coburn Memorial and Alexander A. McKay endowments
Reference Number
1999.384",https://www.artic.edu/artworks/152851/sketch-for-the-revolt-of-cairo
1103,"Departure of Summer, 1914, Man Ray (Emmanuel Radnitzky)","Artist
Man Ray (Emmanuel Radnitzky)
Title
Departure of Summer
Origin
United States
Date
1914
Medium
Oil on canvas
Inscriptions
Signed, l.r.: ""Man Ray 1914""
Dimensions
32 1/2 × 35 1/2 in. (82.5 × 90.2 cm)
Credit Line
Through prior gift of the Mary and Leigh Block Collection
Reference Number
1992.653
Copyright
© 2018 Man Ray Trust / Artists Rights Society (ARS), New York / ADAGP, Paris",https://www.artic.edu/artworks/118597/departure-of-summer
1104,"Four Mona Lisas, 1978, Andy Warhol","Artist
Andy Warhol
Title
Four Mona Lisas
Origin
United States
Date
Made 1978
Medium
Acrylic and silkscreen ink on linen
Dimensions
127 × 101.7 cm (50 × 40 in.)
Credit Line
Gift of Edlis Neeson Collection
Reference Number
2015.129
Copyright
© 2018 The Andy Warhol Foundation for the Visual Arts, Inc. / Artists Rights Society (ARS), New York",https://www.artic.edu/artworks/229361/four-mona-lisas
1105,"Popsicle Drips, 1985, Sally Mann","Artist
Sally Mann
Title
Popsicle Drips
Origin
United States
Date
Made 1985
Medium
Gelatin silver print, from the series ""Immediate Family,"" edition 12/25
Inscriptions
Unmarked recto; inscribed verso, upper left, in black ink: ""[?]""; verso, lower left, in graphite: ""ed ( 25 20 x 24 / 25 16 x 20 / 25 8 x 10""; inscribed and signed verso, lower right, in graphite: ""Popsicle Drips / © 1989 Sally Mann / 12/25""
Dimensions
58.2 × 47.2 cm (image); 60.5 × 50.7 cm (paper)
Credit Line
Smart Family Foundation Fund
Reference Number
2005.430",https://www.artic.edu/artworks/184386/popsicle-drips
1106,"A34: New Mexico Dining Room, c. 1940, c. 1940, Mrs. James Ward Thorne","Artist
Mrs. James Ward Thorne (Designer)
Title
A34: New Mexico Dining Room, c. 1940
Origin
United States
Date
Made 1937–1940
Medium
Miniature room, mixed media
Dimensions
Interior: 12 × 17 × 16 3/4 in. Scale: 1 inch = 1 foot
Credit Line
Gift of Mrs. James Ward Thorne
Reference Number
1942.514",https://www.artic.edu/artworks/45410/a34-new-mexico-dining-room-c-1940
1107,"Reliquary Monstrance with a Tooth of Saint John the Baptist, 1433; container: 900/1200, Weddeghe Velstede","Artist
Weddeghe Velstede
Title
Reliquary Monstrance with a Tooth of Saint John the Baptist
Origin
Germany
Date
1433
Medium
Silver gilt and rock crystal
Dimensions
45.1 cm (17 3/4 in.)
Credit Line
Gift of Mrs. Chauncey McCormick
Reference Number
1962.91",https://www.artic.edu/artworks/88419/reliquary-monstrance-with-a-tooth-of-saint-john-the-baptist
1108,"The Crucifixion, 1538, Lucas Cranach, the Elder","Artist
Lucas Cranach, the Elder
Title
The Crucifixion
Origin
Germany
Date
1538
Medium
Oil on panel
Inscriptions
Inscribed: device of serpent with lowered wings and 153[8] (on cross)
Dimensions
47 3/4 × 32 1/2 in. (121.1 × 82.5 cm); painted surface: 47 × 32 1/2 in. (119.4 × 82.5 cm)
Credit Line
Charles H. and Mary F. S. Worcester Collection
Reference Number
1947.62",https://www.artic.edu/artworks/59856/the-crucifixion
1109,"Interior, 1925, Edward Hopper","Artist
Edward Hopper
Title
Interior
Origin
United States
Date
Made 1925
Medium
Watercolor with touches of gouache, over graphite, on ivory wove paper
Dimensions
354 x 506 mm
Credit Line
Olivia Shaler Swan Memorial Collection
Reference Number
1933.487",https://www.artic.edu/artworks/14752/interior
