index,artwork_title,metadata,url
1450,"Jar Shaped like an Curling Insect with Single Spout in the Form of a Human Head, A.D. 1200/1450, Chimú","Culture
Chimú
Title
Jar Shaped like an Curling Insect with Single Spout in the Form of a Human Head
Origin
North Coast
Date
1200–1450
Medium
Ceramic
Dimensions
15.2 × 26.7 × 25.7 cm (6 × 10 1/2 × 10 1/8 in.)
Credit Line
Gift of Nathan Cummings
Reference Number
1957.594",https://www.artic.edu/artworks/6901/jar-shaped-like-an-curling-insect-with-single-spout-in-the-form-of-a-human-head
1451,"Head of a Damned Soul from Dante’s “Inferno,” (verso), 1770/78, Henry Fuseli","Artist
Henry Fuseli
Title
Head of a Damned Soul from Dante's ""Inferno,"" (verso)
Origin
England
Date
1770–1778
Medium
Oil on canvas
Inscriptions
Heinrich Fuessly / 1741-1825 (verso, lower left)
Dimensions
edges irregular, appro×. 40.6 × 29.8 cm (16 × 11 3/4 in.)
Credit Line
The Leonora Hall Gurley Memorial Collection
Reference Number
1992.1531",https://www.artic.edu/artworks/116101/head-of-a-damned-soul-from-dante-s-inferno-verso
1452,"Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series “Thirty-Six Views of Mount Fuji (Fugaku sanjurokkei)”, 1830/33, Katsushika Hokusai","Artist
Katsushika Hokusai
Title
Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series ""Thirty-Six Views of Mount Fuji (Fugaku sanjurokkei)""
Origin
Japan
Date
1825–1838
Medium
Color woodblock print; oban
Dimensions
25.4 x 37.6 cm (10 x 14 3/4 in.)
Credit Line
Clarence Buckingham Collection
Reference Number
1928.1086",https://www.artic.edu/artworks/89503/under-the-wave-off-kanagawa-kanagawa-oki-nami-ura-also-known-as-the-great-wave-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
1453,"Temple of Minerva Medica, n.d., Ferdinando Galli-Bibiena","Artist
Ferdinando Galli-Bibiena
Title
Temple of Minerva Medica
Origin
Italy
Date
1677–1799
Medium
Red chalk on ivory laid paper
Dimensions
266 x 427 mm
Credit Line
The Leonora Hall Gurley Memorial Collection
Reference Number
1922.5450",https://www.artic.edu/artworks/6981/temple-of-minerva-medica
1454,"The Actor Ichikawa Danjuro II as Soga no Goro and Nakamura Takesaburo I as Kewaizaka no Shosho in the play “Bando Ichi Kotobuki Soga,” performed at the Nakamura Theater in the first month, 1715, 1715, Torii Kiyonobu I","Artist
Torii Kiyonobu I
Title
The Actor Ichikawa Danjuro II as Soga no Goro and Nakamura Takesaburo I as Kewaizaka no Shosho in the play ""Bando Ichi Kotobuki Soga,"" performed at the Nakamura Theater in the first month, 1715
Origin
Japan
Date
1715
Medium
Hand-colored woodblock print; hosoban, tan-e
Dimensions
30.3 x 15.6 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1931.494",https://www.artic.edu/artworks/8935/the-actor-ichikawa-danjuro-ii-as-soga-no-goro-and-nakamura-takesaburo-i-as-kewaizaka-no-shosho-in-the-play-bando-ichi-kotobuki-soga-performed-at-the-nakamura-theater-in-the-first-month-1715
1455,"Male Nude with Left Foot on a Pedestal, 1879, Gustav Klimt","Artist
Gustav Klimt
Title
Male Nude with Left Foot on a Pedestal
Origin
Austria
Date
1879
Medium
Graphite and white heightening on brown wove paper
Inscriptions
Signed: ""Gustav Klimt 1879""
Dimensions
408 × 267 mm
Credit Line
Gift of Shin'enKan, Inc., Bruce Goff Archives
Reference Number
2000.447",https://www.artic.edu/artworks/154795/male-nude-with-left-foot-on-a-pedestal
1456,"Two Women in Yellow Kerchiefs, n.d., Constantin Guys","Artist
Constantin Guys
Title
Two Women in Yellow Kerchiefs
Origin
France
Date
1822–1892
Medium
Brush and watercolor, over traces of graphite, on ivory wove paper
Dimensions
310 × 218 mm
Credit Line
Mr. and Mrs. Lewis Larned Coburn Memorial Collection
Reference Number
1933.478",https://www.artic.edu/artworks/14721/two-women-in-yellow-kerchiefs
1457,"Stowing Sail, 1903, Winslow Homer","Artist
Winslow Homer
Title
Stowing Sail
Origin
United States
Date
1903
Medium
Transparent watercolor, with touches of opaque watercolor, rewetting, blotting, scraping and graphite, on thick, moderately textured (twill texture on verso), ivory wove paper
Inscriptions
Signed recto, lower left, in graphite: “Sketch from Nature”; in brown watercolor over graphite: “Dec 22 1903”; in brown watercolor over black watercolor over graphite: “HOMER” Inscribed verso, center, in graphite: ""M.K.W.C. 1021-//Stowing Sail, Bahamas""; upper left, in graphite, “25811”; upper right, in graphite, “8”
Dimensions
355 x 554 mm
Credit Line
Mr. and Mrs. Martin A. Ryerson Collection
Reference Number
1933.1252",https://www.artic.edu/artworks/16831/stowing-sail
1458,"Sampler (Map), c. 1800","Title
Sampler (Map)
Origin
England
Date
Made 1790–1810
Dimensions
47.6 × 52.7 cm (18 3/4 × 20 3/4 in.)
Credit Line
Gift of Mrs. Chauncey B. Borland
Reference Number
1962.764",https://www.artic.edu/artworks/15132/sampler-map
1459,"Halleluiah, 1948, Max Ernst","Artist
Max Ernst
Title
Halleluiah
Date
Made 1948
Medium
Oil on canvas
Dimensions
101.6 × 76.5 cm (40 × 30 1/8 in.)
Credit Line
Bequest of Richard S. Zeisler
Reference Number
2007.275
Copyright
© 2018 Artists Rights Society (ARS), New York / ADAGP, Paris",https://www.artic.edu/artworks/185759/halleluiah
